,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
15630,2010,VA,Bedford,2751.33333,7.04167,2494,39053.66667,"(37.2538794, -79.4703885)",0.06386,"[193.66667, 3539.75, 539.5, 1321.66667, 2751.33333, 2035.16667, 3120.58333, 2142.41667, 2406.41667, 1141.0, 536.41667, 632.08333, 839.0, 3368.0]","[7.93333, 14.73333, 7.11667, 8.08333, 7.04167, 12.20833, 6.33333, 7.71667, 8.71667, 6.45833, 10.025, 8.61667, 7.54167, 10.9]","[44, 2440, 464, 1005, 2494, 1854, 3251, 1944, 1693, 770, 262, 238, 647, 1676]","[0.01803, 0.10164, 0.06127, 0.06146, 0.06386, 0.11111, 0.066, 0.07004, 0.06129, 0.0435, 0.04891, 0.03241, 0.05807, 0.05422]","['(37.44658950000001, -80.23213129999999)', '(36.6588867, -79.96403389999999)', '(37.7478599, -78.8835548)', '(37.5588285, -79.1096901)', '(37.2538794, -79.4703885)', '(36.6945049, -78.9288242)', '(37.2467123, -80.1205256)', '(37.221014, -79.1096901)', '(36.9458815, -79.8296743)', '(37.5774613, -79.7848422)', '(37.0467412, -78.6114999)', '(37.402489, -78.792953)', '(37.8062214, -79.5153773)', '(36.7440186, -79.4703885)']",14,False,False,False,False
15636,2010,VA,Carroll,1615.5,11.55,1083,14003.83333,"(36.6778699, -80.7214417)",0.07734,"[1622.16667, 4133.16667, 2602.5, 4176.0, 1995.25, 17548.5, 568.58333, 248.91667, 566.75, 794.91667, 3539.75, 1660.5, 1590.25, 1615.5, 917.66667, 1056.0, 1883.83333, 3357.25]","[11.83333, 12.0, 11.39167, 13.43333, 10.96667, 10.14167, 12.01667, 8.58333, 6.975, 9.56667, 14.73333, 12.11667, 11.14167, 11.55, 12.45, 12.69167, 11.09167, 7.05833]","[138, 4183, 2079, 3523, 2227, 36356, 132, 86, 352, 542, 2440, 1358, 1049, 1083, 308, 635, 2266, 4748]","[0.01006, 0.12152, 0.091, 0.11335, 0.12237, 0.21015, 0.02781, 0.02971, 0.04328, 0.06528, 0.10164, 0.09907, 0.07347, 0.07734, 0.04178, 0.07631, 0.13349, 0.09996]","['(36.4339674, -81.47183869999999)', '(36.3743453, -80.6770787)', '(36.4244396, -80.23213129999999)', '(36.202858, -81.2518833)', '(36.2023597, -80.6770787)', '(36.1200003, -80.1875065)', '(36.4940839, -81.1196075)', '(37.0924986, -81.1196075)', '(36.9446308, -80.32131059999999)', '(37.3132885, -80.6770787)', '(36.6588867, -79.96403389999999)', '(36.8687921, -81.5596427)', '(36.9484414, -81.0848477)', '(36.6778699, -80.7214417)', '(36.6721195, -81.20781640000001)', '(36.6886252, -80.32131059999999)', '(37.0583986, -80.6770787)', '(37.2070304, -80.4103957)']",18,False,False,False,False
15642,2010,VA,Fairfax,31022.25,5.1,35933,610520.8333,"(38.9085472, -77.2405153)",0.05886,"[9020.08333, 3283.5, 6314.58333, 5407.0, 35609.66667, 8829.25, 29839.0, 19710.5, 35970.5, 513.75, 31022.25, 8952.33333, 1672.33333, 2210.5, 4156.0, 5666.83333, 839.58333, 13297.16667, 1791.75]","[5.61667, 6.875, 6.825, 6.90833, 8.26667, 6.9, 5.6, 6.9, 7.48333, 6.66667, 5.1, 5.10833, 7.18333, 6.18333, 6.5, 4.11667, 7.35833, 6.1, 6.675]","[14790, 4482, 6135, 8884, 57149, 9418, 45431, 37782, 86395, 413, 35933, 7777, 1593, 1894, 4597, 10146, 853, 16435, 1637]","[0.09207, 0.09371, 0.06626, 0.11358, 0.13244, 0.07363, 0.08531, 0.13208, 0.18014, 0.05367, 0.05886, 0.04433, 0.06848, 0.05296, 0.07194, 0.07386, 0.07474, 0.07525, 0.06093]","['(39.2873463, -76.964306)', '(38.49495030000001, -76.5025742)', '(39.5423418, -77.0564464)', '(38.5221781, -77.10249019999999)', '(39.4647665, -76.7336521)', '(39.3844507, -77.4701972)', '(39.1547426, -77.2405153)', '(38.9530109, -76.5488232)', '(38.78492110000001, -76.8720961)', '(39.15165830000001, -77.973865)', '(38.9085472, -77.2405153)', '(39.076767, -77.6536125)', '(38.491821, -77.973865)', '(38.7208787, -77.79097759999999)', '(38.4334566, -77.4242972)', '(38.8816208, -77.09098089999999)', '(38.2372863, -77.1485163)', '(38.7838939, -77.6077865)', '(39.3059841, -77.88245959999999)']",19,False,False,False,False
15648,2010,VA,Grayson,917.66667,12.45,308,7372.5,"(36.6721195, -81.20781640000001)",0.04178,"[1622.16667, 4133.16667, 4176.0, 1995.25, 2109.75, 568.58333, 248.91667, 1660.5, 1590.25, 1615.5, 917.66667, 1056.0, 1883.83333, 1615.41667, 2177.08333]","[11.83333, 12.0, 13.43333, 10.96667, 7.85, 12.01667, 8.58333, 12.11667, 11.14167, 11.55, 12.45, 12.69167, 11.09167, 8.78333, 7.95]","[138, 4183, 3523, 2227, 2253, 132, 86, 1358, 1049, 1083, 308, 635, 2266, 2505, 2709]","[0.01006, 0.12152, 0.11335, 0.12237, 0.08381, 0.02781, 0.02971, 0.09907, 0.07347, 0.07734, 0.04178, 0.07631, 0.13349, 0.13618, 0.09881]","['(36.4339674, -81.47183869999999)', '(36.3743453, -80.6770787)', '(36.202858, -81.2518833)', '(36.2023597, -80.6770787)', '(36.1941825, -81.73494199999999)', '(36.4940839, -81.1196075)', '(37.0924986, -81.1196075)', '(36.8687921, -81.5596427)', '(36.9484414, -81.0848477)', '(36.6778699, -80.7214417)', '(36.6721195, -81.20781640000001)', '(36.6886252, -80.32131059999999)', '(37.0583986, -80.6770787)', '(37.124747, -81.5596427)', '(36.7678354, -81.9534815)']",15,False,False,False,False
15654,2010,VA,Halifax,2035.16667,12.20833,1854,16686.16667,"(36.6945049, -78.9288242)",0.11111,"[2685.91667, 11819.41667, 4617.41667, 2317.83333, 1331.5, 2667.5, 2751.33333, 2035.16667, 2142.41667, 536.41667, 527.08333, 632.08333, 1605.75, 3368.0, 994.5]","[14.125, 8.24167, 6.60833, 12.4, 13.21667, 9.74167, 7.04167, 12.20833, 7.71667, 10.025, 9.5, 8.61667, 11.34167, 10.9, 9.66667]","[7343, 2903, 4204, 2706, 1123, 3963, 2494, 1854, 1944, 262, 334, 238, 1453, 1676, 353]","[0.38611, 0.02024, 0.06009, 0.14468, 0.11154, 0.14472, 0.06386, 0.11111, 0.07004, 0.04891, 0.06021, 0.03241, 0.10263, 0.05422, 0.03434]","['(36.3479057, -78.4297187)', '(36.0221805, -78.9031279)', '(36.0263022, -79.1096901)', '(36.3528221, -78.9288242)', '(36.3860217, -79.29021329999999)', '(36.2799451, -78.6114999)', '(37.2538794, -79.4703885)', '(36.6945049, -78.9288242)', '(37.221014, -79.1096901)', '(37.0467412, -78.6114999)', '(36.92614349999999, -78.24761459999999)', '(37.402489, -78.792953)', '(36.6421724, -78.3842227)', '(36.7440186, -79.4703885)', '(37.1982888, -78.4297187)']",15,False,False,False,False
15660,2010,VA,Hanover,3575.0,6.55833,2429,54429.5,"(37.7772071, -77.5160788)",0.04463,"[519.41667, 528.41667, 1345.16667, 1278.41667, 3575.0, 12248.5, 1369.58333, 824.66667, 744.08333, 953.41667, 307.66667, 4156.0, 1198.66667, 750.0, 382.41667, 839.58333, 373.91667, 12295.0, 645.33333, 4434.91667, 741.58333, 1123.58333, 289.83333]","[9.075, 8.475, 7.54167, 8.28333, 6.55833, 7.31667, 9.54167, 6.31667, 7.23333, 7.06667, 7.05, 6.5, 8.84167, 7.16667, 8.46667, 7.35833, 9.6, 7.29167, 7.45, 6.99167, 8.09167, 8.05833, 8.075]","[337, 368, 776, 732, 2429, 16637, 1000, 595, 605, 548, 141, 4597, 1055, 421, 110, 853, 89, 15203, 304, 5295, 337, 1037, 158]","[0.05896, 0.05909, 0.04345, 0.04736, 0.04463, 0.09921, 0.06973, 0.0455, 0.05877, 0.04056, 0.0323, 0.07194, 0.07777, 0.04016, 0.02432, 0.07474, 0.02281, 0.09017, 0.03512, 0.08357, 0.03672, 0.07427, 0.04399]","['(37.9671684, -76.964306)', '(37.3212714, -77.973865)', '(37.9925909, -77.973865)', '(38.24266739999999, -77.973865)', '(37.7772071, -77.5160788)', '(37.5059332, -77.3324425)', '(38.0445557, -77.2864879)', '(37.8532863, -78.24761459999999)', '(37.4653757, -76.964306)', '(37.5643209, -77.88245959999999)', '(37.9175609, -76.7105632)', '(38.4334566, -77.4242972)', '(37.0769043, -77.6536125)', '(37.74159969999999, -77.973865)', '(37.5175385, -78.24761459999999)', '(38.2372863, -77.1485163)', '(37.4018216, -77.1485163)', '(37.3673217, -77.6077865)', '(37.7372121, -77.1485163)', '(38.204165, -77.6077865)', '(38.112732, -76.7798172)', '(37.1593052, -77.2405153)', '(37.7298568, -76.8951551)']",23,False,False,False,False
15666,2010,VA,Henrico,12248.5,7.31667,16637,167700.75,"(37.5059332, -77.3324425)",0.09921,"[519.41667, 330.66667, 528.41667, 1345.16667, 488.66667, 3575.0, 12248.5, 1369.58333, 744.08333, 520.66667, 953.41667, 307.66667, 1198.66667, 750.0, 546.0, 370.5, 1333.5, 2037.83333, 373.91667, 12295.0, 645.33333, 1123.58333, 289.83333]","[9.075, 8.975, 8.475, 7.54167, 11.40833, 6.55833, 7.31667, 9.54167, 7.23333, 7.59167, 7.06667, 7.05, 8.84167, 7.16667, 9.825, 7.175, 6.84167, 6.325, 9.6, 7.29167, 7.45, 8.05833, 8.075]","[337, 158, 368, 776, 471, 2429, 16637, 1000, 605, 544, 548, 141, 1055, 421, 277, 350, 1229, 2076, 89, 15203, 304, 1037, 158]","[0.05896, 0.04278, 0.05909, 0.04345, 0.11002, 0.04463, 0.09921, 0.06973, 0.05877, 0.07932, 0.04056, 0.0323, 0.07777, 0.04016, 0.04973, 0.06783, 0.06286, 0.06439, 0.02281, 0.09017, 0.03512, 0.07427, 0.04399]","['(37.9671684, -76.964306)', '(37.1185515, -76.8720961)', '(37.3212714, -77.973865)', '(37.9925909, -77.973865)', '(36.9058167, -77.2405153)', '(37.7772071, -77.5160788)', '(37.5059332, -77.3324425)', '(38.0445557, -77.2864879)', '(37.4653757, -76.964306)', '(37.1148487, -78.0195387)', '(37.5643209, -77.88245959999999)', '(37.9175609, -76.7105632)', '(37.0769043, -77.6536125)', '(37.74159969999999, -77.973865)', '(37.7475945, -76.5025742)', '(37.6040106, -76.5257007)', '(37.4128281, -76.5025742)', '(37.3002132, -76.8028933)', '(37.4018216, -77.1485163)', '(37.3673217, -77.6077865)', '(37.7372121, -77.1485163)', '(37.1593052, -77.2405153)', '(37.7298568, -76.8951551)']",23,False,False,False,False
15672,2010,VA,Loudoun,8952.33333,5.10833,7777,175438.9167,"(39.076767, -77.6536125)",0.04433,"[9020.08333, 6314.58333, 5407.0, 8829.25, 29839.0, 7274.16667, 35970.5, 513.75, 1622.83333, 31022.25, 8952.33333, 1672.33333, 2210.5, 4156.0, 5666.83333, 3149.16667, 254.16667, 13297.16667, 702.33333, 4377.75, 1791.75]","[5.61667, 6.825, 6.90833, 6.9, 5.6, 9.6, 7.48333, 6.66667, 8.08333, 5.1, 5.10833, 7.18333, 6.18333, 6.5, 4.11667, 7.51667, 6.31667, 6.1, 9.15, 8.59167, 6.675]","[14790, 6135, 8884, 9418, 45431, 7001, 86395, 413, 1795, 35933, 7777, 1593, 1894, 4597, 10146, 3363, 138, 16435, 592, 5106, 1637]","[0.09207, 0.06626, 0.11358, 0.07363, 0.08531, 0.09236, 0.18014, 0.05367, 0.08929, 0.05886, 0.04433, 0.06848, 0.05296, 0.07194, 0.07386, 0.08011, 0.03428, 0.07525, 0.07711, 0.10008, 0.06093]","['(39.2873463, -76.964306)', '(39.5423418, -77.0564464)', '(38.5221781, -77.10249019999999)', '(39.3844507, -77.4701972)', '(39.1547426, -77.2405153)', '(39.641762, -77.719993)', '(38.78492110000001, -76.8720961)', '(39.15165830000001, -77.973865)', '(38.9331749, -78.24761459999999)', '(38.9085472, -77.2405153)', '(39.076767, -77.6536125)', '(38.491821, -77.973865)', '(38.7208787, -77.79097759999999)', '(38.4334566, -77.4242972)', '(38.8816208, -77.09098089999999)', '(39.2096441, -78.2601024)', '(38.6762327, -78.1564432)', '(38.7838939, -77.6077865)', '(39.5073361, -78.24761459999999)', '(39.4885604, -78.0651931)', '(39.3059841, -77.88245959999999)']",21,False,False,False,False
15678,2010,VA,Madison,452.08333,6.30833,238,7169.33333,"(38.436934, -78.24761459999999)",0.0332,"[1435.58333, 647.58333, 1345.16667, 1278.41667, 1622.83333, 452.08333, 1672.33333, 2210.5, 824.66667, 4156.0, 3050.33333, 2717.41667, 1714.0, 254.16667, 4434.91667, 13297.16667]","[11.65, 6.70833, 7.54167, 8.28333, 8.08333, 6.30833, 7.18333, 6.18333, 6.31667, 6.5, 5.98333, 6.725, 8.23333, 6.31667, 6.99167, 6.1]","[998, 586, 776, 732, 1795, 238, 1593, 1894, 595, 4597, 4567, 1257, 1432, 138, 5295, 16435]","[0.08091, 0.0607, 0.04345, 0.04736, 0.08929, 0.0332, 0.06848, 0.05296, 0.0455, 0.07194, 0.08957, 0.03113, 0.06874, 0.03428, 0.08357, 0.07525]","['(38.63013309999999, -78.52065)', '(38.3120359, -78.4524591)', '(37.9925909, -77.973865)', '(38.24266739999999, -77.973865)', '(38.9331749, -78.24761459999999)', '(38.436934, -78.24761459999999)', '(38.491821, -77.973865)', '(38.7208787, -77.79097759999999)', '(37.8532863, -78.24761459999999)', '(38.4334566, -77.4242972)', '(38.0567092, -78.6114999)', '(38.5825919, -78.8835548)', '(38.8413778, -78.5660852)', '(38.6762327, -78.1564432)', '(38.204165, -77.6077865)', '(38.7838939, -77.6077865)']",16,False,False,False,False
15684,2010,VA,Mathews,267.83333,6.35,200,4223.66667,"(37.3912302, -76.317414)",0.04735,"[1912.41667, 330.66667, 267.83333, 1325.58333, 744.08333, 307.66667, 546.0, 370.5, 1333.5, 2037.83333, 535.66667, 373.91667, 1342.25, 289.83333, 533.0]","[6.11667, 8.975, 6.35, 7.91667, 7.23333, 7.05, 9.825, 7.175, 6.84167, 6.325, 8.475, 9.6, 7.13333, 8.075, 8.70833]","[2597, 158, 200, 1348, 605, 141, 277, 350, 1229, 2076, 526, 89, 1354, 158, 265]","[0.083, 0.04278, 0.04735, 0.08022, 0.05877, 0.0323, 0.04973, 0.06783, 0.06286, 0.06439, 0.08304, 0.02281, 0.07202, 0.04399, 0.04309]","['(37.2103925, -76.3868797)', '(37.1185515, -76.8720961)', '(37.3912302, -76.317414)', '(37.7063323, -75.8069082)', '(37.4653757, -76.964306)', '(37.9175609, -76.7105632)', '(37.7475945, -76.5025742)', '(37.6040106, -76.5257007)', '(37.4128281, -76.5025742)', '(37.3002132, -76.8028933)', '(37.226762, -75.9927652)', '(37.4018216, -77.1485163)', '(36.9288915, -76.6874701)', '(37.7298568, -76.8951551)', '(37.9035732, -76.4100267)']",15,False,False,False,False
15690,2010,VA,Patrick,1056.0,12.69167,635,8321.0,"(36.6886252, -80.32131059999999)",0.07631,"[4133.16667, 2602.5, 1995.25, 17548.5, 27970.75, 568.58333, 5840.75, 566.75, 794.91667, 3539.75, 1590.25, 1615.5, 917.66667, 1056.0, 1883.83333, 3120.58333, 2406.41667, 3357.25, 3368.0]","[12.0, 11.39167, 10.96667, 10.14167, 11.09167, 12.01667, 13.225, 6.975, 9.56667, 14.73333, 11.14167, 11.55, 12.45, 12.69167, 11.09167, 6.33333, 8.71667, 7.05833, 10.9]","[4183, 2079, 2227, 36356, 35342, 132, 7621, 352, 542, 2440, 1049, 1083, 308, 635, 2266, 3251, 1693, 4748, 1676]","[0.12152, 0.091, 0.12237, 0.21015, 0.14024, 0.02781, 0.17238, 0.04328, 0.06528, 0.10164, 0.07347, 0.07734, 0.04178, 0.07631, 0.13349, 0.066, 0.06129, 0.09996, 0.05422]","['(36.3743453, -80.6770787)', '(36.4244396, -80.23213129999999)', '(36.2023597, -80.6770787)', '(36.1200003, -80.1875065)', '(36.0899873, -79.8296743)', '(36.4940839, -81.1196075)', '(36.4335041, -79.8296743)', '(36.9446308, -80.32131059999999)', '(37.3132885, -80.6770787)', '(36.6588867, -79.96403389999999)', '(36.9484414, -81.0848477)', '(36.6778699, -80.7214417)', '(36.6721195, -81.20781640000001)', '(36.6886252, -80.32131059999999)', '(37.0583986, -80.6770787)', '(37.2467123, -80.1205256)', '(36.9458815, -79.8296743)', '(37.2070304, -80.4103957)', '(36.7440186, -79.4703885)']",19,False,False,False,False
15696,2010,VA,Pulaski,1883.83333,11.09167,2266,16974.5,"(37.0583986, -80.6770787)",0.13349,"[4133.16667, 568.58333, 248.91667, 193.66667, 566.75, 794.91667, 3539.75, 1590.25, 1615.5, 917.66667, 1056.0, 1883.83333, 3120.58333, 2406.41667, 1615.41667, 3357.25, 2040.83333, 461.0, 452.58333]","[12.0, 12.01667, 8.58333, 7.93333, 6.975, 9.56667, 14.73333, 11.14167, 11.55, 12.45, 12.69167, 11.09167, 6.33333, 8.71667, 8.78333, 7.05833, 8.48333, 7.98333, 9.475]","[4183, 132, 86, 44, 352, 542, 2440, 1049, 1083, 308, 635, 2266, 3251, 1693, 2505, 4748, 3689, 183, 539]","[0.12152, 0.02781, 0.02971, 0.01803, 0.04328, 0.06528, 0.10164, 0.07347, 0.07734, 0.04178, 0.07631, 0.13349, 0.066, 0.06129, 0.13618, 0.09996, 0.15323, 0.03175, 0.1127]","['(36.3743453, -80.6770787)', '(36.4940839, -81.1196075)', '(37.0924986, -81.1196075)', '(37.44658950000001, -80.23213129999999)', '(36.9446308, -80.32131059999999)', '(37.3132885, -80.6770787)', '(36.6588867, -79.96403389999999)', '(36.9484414, -81.0848477)', '(36.6778699, -80.7214417)', '(36.6721195, -81.20781640000001)', '(36.6886252, -80.32131059999999)', '(37.0583986, -80.6770787)', '(37.2467123, -80.1205256)', '(36.9458815, -79.8296743)', '(37.124747, -81.5596427)', '(37.2070304, -80.4103957)', '(37.4322638, -81.1196075)', '(37.5601958, -80.5882803)', '(37.5812062, -80.8543847)']",19,False,False,False,False
15702,2010,VA,Roanoke,3120.58333,6.33333,3251,49257.25,"(37.2467123, -80.1205256)",0.066,"[193.66667, 566.75, 794.91667, 3539.75, 2751.33333, 1056.0, 1883.83333, 3120.58333, 2406.41667, 687.25, 1141.0, 3357.25, 3368.0, 461.0, 452.58333]","[7.93333, 6.975, 9.56667, 14.73333, 7.04167, 12.69167, 11.09167, 6.33333, 8.71667, 8.64167, 6.45833, 7.05833, 10.9, 7.98333, 9.475]","[44, 352, 542, 2440, 2494, 635, 2266, 3251, 1693, 568, 770, 4748, 1676, 183, 539]","[0.01803, 0.04328, 0.06528, 0.10164, 0.06386, 0.07631, 0.13349, 0.066, 0.06129, 0.07143, 0.0435, 0.09996, 0.05422, 0.03175, 0.1127]","['(37.44658950000001, -80.23213129999999)', '(36.9446308, -80.32131059999999)', '(37.3132885, -80.6770787)', '(36.6588867, -79.96403389999999)', '(37.2538794, -79.4703885)', '(36.6886252, -80.32131059999999)', '(37.0583986, -80.6770787)', '(37.2467123, -80.1205256)', '(36.9458815, -79.8296743)', '(37.8531975, -80.0534923)', '(37.5774613, -79.7848422)', '(37.2070304, -80.4103957)', '(36.7440186, -79.4703885)', '(37.5601958, -80.5882803)', '(37.5812062, -80.8543847)']",15,False,True,False,False
15708,2010,VA,Russell,1237.33333,10.24167,955,12081.5,"(36.9904385, -82.08429009999999)",0.07905,"[2556.33333, 990.25, 1415.75, 853.08333, 1660.5, 1237.33333, 829.33333, 1615.41667, 578.5, 2177.08333, 841.08333]","[10.40833, 11.425, 8.35833, 8.45833, 12.11667, 10.24167, 9.95833, 8.78333, 10.5, 7.95, 13.225]","[873, 142, 1723, 1046, 1358, 955, 994, 2505, 491, 2709, 506]","[0.03563, 0.0164, 0.10149, 0.10386, 0.09907, 0.07905, 0.11938, 0.13618, 0.08907, 0.09881, 0.07954]","['(37.4842087, -82.4752757)', '(37.12535099999999, -82.8640623)', '(37.0240877, -82.605118)', '(36.6815794, -82.605118)', '(36.8687921, -81.5596427)', '(36.9904385, -82.08429009999999)', '(37.2403134, -81.9971108)', '(37.124747, -81.5596427)', '(37.0929465, -82.34518899999999)', '(36.7678354, -81.9534815)', '(37.3860467, -81.64734399999999)']",11,False,False,False,False
15714,2010,VA,Accomack,1325.58333,7.91667,1348,16804.5,"(37.7063323, -75.8069082)",0.08022,"[1181.58333, 4917.33333, 3530.58333, 1912.41667, 267.83333, 1325.58333, 546.0, 370.5, 1333.5, 535.66667, 533.0]","[11.925, 9.78333, 13.40833, 6.11667, 6.35, 7.91667, 9.825, 7.175, 6.84167, 8.475, 8.70833]","[1316, 9225, 5238, 2597, 200, 1348, 277, 350, 1229, 526, 265]","[0.13235, 0.18284, 0.19787, 0.083, 0.04735, 0.08022, 0.04973, 0.06783, 0.06286, 0.08304, 0.04309]","['(38.0862333, -75.8533954)', '(38.3941813, -75.667356)', '(38.1584227, -75.4344727)', '(37.2103925, -76.3868797)', '(37.3912302, -76.317414)', '(37.7063323, -75.8069082)', '(37.7475945, -76.5025742)', '(37.6040106, -76.5257007)', '(37.4128281, -76.5025742)', '(37.226762, -75.9927652)', '(37.9035732, -76.4100267)']",11,False,False,False,False
15720,2010,VA,Buchanan,829.33333,9.95833,994,8326.08333,"(37.2403134, -81.9971108)",0.11938,"[2556.33333, 1876.08333, 411.91667, 990.25, 1415.75, 248.91667, 1660.5, 1237.33333, 829.33333, 1615.41667, 578.5, 2177.08333, 1283.25, 902.33333, 874.0, 841.08333]","[10.40833, 13.44167, 10.29167, 11.425, 8.35833, 8.58333, 12.11667, 10.24167, 9.95833, 8.78333, 10.5, 7.95, 10.11667, 9.84167, 10.38333, 13.225]","[873, 436, 156, 142, 1723, 86, 1358, 955, 994, 2505, 491, 2709, 2291, 662, 1095, 506]","[0.03563, 0.03128, 0.03902, 0.0164, 0.10149, 0.02971, 0.09907, 0.07905, 0.11938, 0.13618, 0.08907, 0.09881, 0.18058, 0.07221, 0.13014, 0.07954]","['(37.4842087, -82.4752757)', '(37.5455463, -82.7778579)', '(37.7833756, -82.5185837)', '(37.12535099999999, -82.8640623)', '(37.0240877, -82.605118)', '(37.0924986, -81.1196075)', '(36.8687921, -81.5596427)', '(36.9904385, -82.08429009999999)', '(37.2403134, -81.9971108)', '(37.124747, -81.5596427)', '(37.0929465, -82.34518899999999)', '(36.7678354, -81.9534815)', '(37.7883016, -81.9534815)', '(37.76078010000001, -82.1713632)', '(37.6339466, -81.5596427)', '(37.3860467, -81.64734399999999)']",16,False,False,False,False
15726,2010,VA,Campbell,2142.41667,7.71667,1944,27756.16667,"(37.221014, -79.1096901)",0.07004,"[539.5, 1321.66667, 2751.33333, 2035.16667, 2142.41667, 2406.41667, 1141.0, 536.41667, 632.08333, 700.33333, 839.0, 3368.0, 994.5]","[7.11667, 8.08333, 7.04167, 12.20833, 7.71667, 8.71667, 6.45833, 10.025, 8.61667, 10.66667, 7.54167, 10.9, 9.66667]","[464, 1005, 2494, 1854, 1944, 1693, 770, 262, 238, 466, 647, 1676, 353]","[0.06127, 0.06146, 0.06386, 0.11111, 0.07004, 0.06129, 0.0435, 0.04891, 0.03241, 0.07094, 0.05807, 0.05422, 0.03434]","['(37.7478599, -78.8835548)', '(37.5588285, -79.1096901)', '(37.2538794, -79.4703885)', '(36.6945049, -78.9288242)', '(37.221014, -79.1096901)', '(36.9458815, -79.8296743)', '(37.5774613, -79.7848422)', '(37.0467412, -78.6114999)', '(37.402489, -78.792953)', '(37.50700800000001, -78.5660852)', '(37.8062214, -79.5153773)', '(36.7440186, -79.4703885)', '(37.1982888, -78.4297187)']",13,False,False,False,False
15732,2010,VA,Caroline,1369.58333,9.54167,1000,14341.83333,"(38.0445557, -77.2864879)",0.06973,"[5407.0, 519.41667, 1345.16667, 1278.41667, 3575.0, 12248.5, 1369.58333, 1672.33333, 744.08333, 953.41667, 307.66667, 4156.0, 750.0, 546.0, 839.58333, 373.91667, 12295.0, 645.33333, 4434.91667, 741.58333, 289.83333, 533.0]","[6.90833, 9.075, 7.54167, 8.28333, 6.55833, 7.31667, 9.54167, 7.18333, 7.23333, 7.06667, 7.05, 6.5, 7.16667, 9.825, 7.35833, 9.6, 7.29167, 7.45, 6.99167, 8.09167, 8.075, 8.70833]","[8884, 337, 776, 732, 2429, 16637, 1000, 1593, 605, 548, 141, 4597, 421, 277, 853, 89, 15203, 304, 5295, 337, 158, 265]","[0.11358, 0.05896, 0.04345, 0.04736, 0.04463, 0.09921, 0.06973, 0.06848, 0.05877, 0.04056, 0.0323, 0.07194, 0.04016, 0.04973, 0.07474, 0.02281, 0.09017, 0.03512, 0.08357, 0.03672, 0.04399, 0.04309]","['(38.5221781, -77.10249019999999)', '(37.9671684, -76.964306)', '(37.9925909, -77.973865)', '(38.24266739999999, -77.973865)', '(37.7772071, -77.5160788)', '(37.5059332, -77.3324425)', '(38.0445557, -77.2864879)', '(38.491821, -77.973865)', '(37.4653757, -76.964306)', '(37.5643209, -77.88245959999999)', '(37.9175609, -76.7105632)', '(38.4334566, -77.4242972)', '(37.74159969999999, -77.973865)', '(37.7475945, -76.5025742)', '(38.2372863, -77.1485163)', '(37.4018216, -77.1485163)', '(37.3673217, -77.6077865)', '(37.7372121, -77.1485163)', '(38.204165, -77.6077865)', '(38.112732, -76.7798172)', '(37.7298568, -76.8951551)', '(37.9035732, -76.4100267)']",22,False,False,False,False
15738,2010,VA,Culpeper,1672.33333,7.18333,1593,23262.83333,"(38.491821, -77.973865)",0.06848,"[5407.0, 1435.58333, 513.75, 647.58333, 1345.16667, 1278.41667, 1622.83333, 31022.25, 8952.33333, 452.08333, 1369.58333, 1672.33333, 2210.5, 824.66667, 4156.0, 3050.33333, 2717.41667, 1714.0, 839.58333, 254.16667, 4434.91667, 13297.16667]","[6.90833, 11.65, 6.66667, 6.70833, 7.54167, 8.28333, 8.08333, 5.1, 5.10833, 6.30833, 9.54167, 7.18333, 6.18333, 6.31667, 6.5, 5.98333, 6.725, 8.23333, 7.35833, 6.31667, 6.99167, 6.1]","[8884, 998, 413, 586, 776, 732, 1795, 35933, 7777, 238, 1000, 1593, 1894, 595, 4597, 4567, 1257, 1432, 853, 138, 5295, 16435]","[0.11358, 0.08091, 0.05367, 0.0607, 0.04345, 0.04736, 0.08929, 0.05886, 0.04433, 0.0332, 0.06973, 0.06848, 0.05296, 0.0455, 0.07194, 0.08957, 0.03113, 0.06874, 0.07474, 0.03428, 0.08357, 0.07525]","['(38.5221781, -77.10249019999999)', '(38.63013309999999, -78.52065)', '(39.15165830000001, -77.973865)', '(38.3120359, -78.4524591)', '(37.9925909, -77.973865)', '(38.24266739999999, -77.973865)', '(38.9331749, -78.24761459999999)', '(38.9085472, -77.2405153)', '(39.076767, -77.6536125)', '(38.436934, -78.24761459999999)', '(38.0445557, -77.2864879)', '(38.491821, -77.973865)', '(38.7208787, -77.79097759999999)', '(37.8532863, -78.24761459999999)', '(38.4334566, -77.4242972)', '(38.0567092, -78.6114999)', '(38.5825919, -78.8835548)', '(38.8413778, -78.5660852)', '(38.2372863, -77.1485163)', '(38.6762327, -78.1564432)', '(38.204165, -77.6077865)', '(38.7838939, -77.6077865)']",22,False,False,False,False
