,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
10733,2015,NJ,Bergen,22790.83333,4.7,19591,483915.25,"(40.9262762, -74.07701)",0.04048,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 22679.75, 47677.83333, 72514.16667, 29585.5, 8331.0, 2168.0, 44786.33333, 6920.58333, 21846.66667]","[6.91667, 6.05, 4.7, 5.4, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 5.14167, 7.775, 5.9, 4.225, 4.65833, 4.26667, 4.86667, 4.525, 4.53333]","[41421, 23734, 19591, 25579, 8708, 2689, 2853, 21866, 20419, 7370, 25338, 36, 122, 32561, 14483, 1170, 36, 7514, 24196]","[0.11044, 0.08469, 0.04048, 0.0706, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.05749, 6e-05, 0.0001, 0.04641, 0.08092, 0.02299, 4e-05, 0.04909, 0.05028]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(41.3911653, -74.3118212)', '(41.4351069, -73.7948516)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.1220194, -73.7948516)']",19,False,False,False,False
10739,2015,NJ,Camden,16498.41667,6.45,30737,255390.6667,"(39.8592439, -75.0143824)",0.12035,"[13740.5, 16586.0, 2287.91667, 16498.41667, 9942.16667, 12237.41667, 2787.08333, 12434.16667, 6016.91667, 9084.91667, 15761.75, 10556.41667, 14261.66667, 18352.75]","[4.7, 6.175, 7.35833, 6.45, 5.0, 9.54167, 4.25833, 5.34167, 8.84167, 6.05, 4.68333, 3.80833, 4.89167, 4.16667]","[36849, 16817, 3147, 30737, 16103, 17786, 1583, 14087, 14788, 12664, 13473, 9653, 21018, 20962]","[0.12599, 0.06263, 0.10125, 0.12035, 0.08115, 0.13906, 0.02416, 0.06056, 0.2171, 0.08447, 0.03991, 0.03484, 0.0721, 0.04754]","['(39.5392979, -75.667356)', '(39.9652553, -74.3118212)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(40.3028533, -74.7337069)', '(39.5333379, -74.6868815)', '(40.56695149999999, -74.92087719999999)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(40.4107964, -75.2479061)', '(40.0010204, -75.8069082)', '(39.907793, -75.3878525)', '(40.2290075, -75.3878525)']",14,False,False,False,False
10745,2015,NJ,Hudson,19531.58333,5.4,25579,362283.6667,"(40.7453199, -74.05351259999999)",0.0706,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 47677.83333, 72514.16667, 29585.5, 8331.0, 2168.0, 44786.33333, 6920.58333, 21846.66667]","[6.91667, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 7.775, 5.9, 4.225, 4.65833, 4.26667, 4.86667, 4.525, 4.53333]","[41421, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 36, 122, 32561, 14483, 1170, 36, 7514, 24196]","[0.11044, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 6e-05, 0.0001, 0.04641, 0.08092, 0.02299, 4e-05, 0.04909, 0.05028]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(41.3911653, -74.3118212)', '(41.4351069, -73.7948516)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.1220194, -73.7948516)']",21,False,False,False,False
10751,2015,NJ,Mercer,9942.16667,5.0,16103,198446.75,"(40.3028533, -74.7337069)",0.08115,"[25956.0, 16586.0, 16951.91667, 16498.41667, 19531.58333, 9942.16667, 11464.08333, 3070.58333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 12434.16667, 9084.91667, 72514.16667, 15761.75, 14261.66667, 18352.75, 8251.75]","[6.91667, 6.175, 6.05, 6.45, 5.4, 5.0, 4.375, 5.36667, 5.175, 4.575, 4.25833, 5.14167, 5.34167, 6.05, 5.9, 4.68333, 4.89167, 4.16667, 5.26667]","[41421, 16817, 23734, 30737, 25579, 16103, 8708, 2853, 20419, 7370, 1583, 25338, 14087, 12664, 122, 13473, 21018, 20962, 6027]","[0.11044, 0.06263, 0.08469, 0.12035, 0.0706, 0.08115, 0.03323, 0.04989, 0.06189, 0.04228, 0.02416, 0.05749, 0.06056, 0.08447, 0.0001, 0.03991, 0.0721, 0.04754, 0.03849]","['(40.7947466, -74.2648829)', '(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(39.8592439, -75.0143824)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(40.8841854, -74.92087719999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(39.7103023, -75.1078332)', '(40.6781784, -73.9441579)', '(40.4107964, -75.2479061)', '(39.907793, -75.3878525)', '(40.2290075, -75.3878525)', '(40.7749283, -75.294569)']",19,False,False,False,False
10757,2015,NJ,Morris,11464.08333,4.375,8708,262029.5,"(40.8336038, -74.54632819999999)",0.03323,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 47677.83333, 72514.16667, 8331.0, 44786.33333, 6920.58333, 21846.66667, 1633.58333, 15761.75, 5215.58333, 8251.75]","[6.91667, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 7.775, 5.9, 4.65833, 4.86667, 4.525, 4.53333, 6.525, 4.68333, 6.45833, 5.26667]","[41421, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 36, 122, 14483, 36, 7514, 24196, 1539, 13473, 7944, 6027]","[0.11044, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 6e-05, 0.0001, 0.08092, 4e-05, 0.04909, 0.05028, 0.06165, 0.03991, 0.09836, 0.03849]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(41.3911653, -74.3118212)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.1220194, -73.7948516)', '(41.3361875, -75.06111469999999)', '(40.4107964, -75.2479061)', '(41.0458376, -75.2479061)', '(40.7749283, -75.294569)']",23,False,False,False,False
10763,2015,NJ,Sussex,4186.25,5.45,2689,76639.75,"(41.1288481, -74.6868815)",0.03509,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 11464.08333, 4186.25, 3070.58333, 17639.33333, 7966.58333, 2787.08333, 47677.83333, 72514.16667, 8331.0, 44786.33333, 6920.58333, 1826.83333, 21846.66667, 1633.58333, 1295.58333, 5215.58333, 8251.75]","[6.91667, 6.05, 4.7, 5.4, 4.375, 5.45, 5.36667, 7.1, 4.575, 4.25833, 7.775, 5.9, 4.65833, 4.86667, 4.525, 5.41667, 4.53333, 6.525, 5.85, 6.45833, 5.26667]","[41421, 23734, 19591, 25579, 8708, 2689, 2853, 21866, 7370, 1583, 36, 122, 14483, 36, 7514, 2666, 24196, 1539, 1175, 7944, 6027]","[0.11044, 0.08469, 0.04048, 0.0706, 0.03323, 0.03509, 0.04989, 0.08788, 0.04228, 0.02416, 6e-05, 0.0001, 0.08092, 4e-05, 0.04909, 0.07864, 0.05028, 0.06165, 0.05277, 0.09836, 0.03849]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(41.3911653, -74.3118212)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.6897493, -74.7805192)', '(41.1220194, -73.7948516)', '(41.3361875, -75.06111469999999)', '(41.67388649999999, -75.2479061)', '(41.0458376, -75.2479061)', '(40.7749283, -75.294569)']",21,False,False,False,False
10769,2015,NJ,Warren,3070.58333,5.36667,2853,57191.41667,"(40.8841854, -74.92087719999999)",0.04989,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 7966.58333, 2787.08333, 22679.75, 8331.0, 1633.58333, 15761.75, 1905.33333, 9908.75, 5215.58333, 8251.75]","[6.91667, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 4.575, 4.25833, 5.14167, 4.65833, 6.525, 4.68333, 6.075, 5.34167, 6.45833, 5.26667]","[41421, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 7370, 1583, 25338, 14483, 1539, 13473, 2042, 7455, 7944, 6027]","[0.11044, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.04228, 0.02416, 0.05749, 0.08092, 0.06165, 0.03991, 0.06492, 0.04013, 0.09836, 0.03849]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(41.3911653, -74.3118212)', '(41.3361875, -75.06111469999999)', '(40.4107964, -75.2479061)', '(40.901975, -75.667356)', '(40.6519679, -75.5742467)', '(41.0458376, -75.2479061)', '(40.7749283, -75.294569)']",19,False,False,False,False
10775,2015,NJ,Passaic,17639.33333,7.1,21866,248816.6667,"(41.1231647, -74.35874729999999)",0.08788,"[25956.0, 16951.91667, 22790.83333, 19531.58333, 11464.08333, 4186.25, 3070.58333, 17639.33333, 7966.58333, 2787.08333, 22679.75, 47677.83333, 72514.16667, 8331.0, 2168.0, 44786.33333, 6920.58333, 1826.83333, 21846.66667, 1633.58333, 5215.58333]","[6.91667, 6.05, 4.7, 5.4, 4.375, 5.45, 5.36667, 7.1, 4.575, 4.25833, 5.14167, 7.775, 5.9, 4.65833, 4.26667, 4.86667, 4.525, 5.41667, 4.53333, 6.525, 6.45833]","[41421, 23734, 19591, 25579, 8708, 2689, 2853, 21866, 7370, 1583, 25338, 36, 122, 14483, 1170, 36, 7514, 2666, 24196, 1539, 7944]","[0.11044, 0.08469, 0.04048, 0.0706, 0.03323, 0.03509, 0.04989, 0.08788, 0.04228, 0.02416, 0.05749, 6e-05, 0.0001, 0.08092, 0.02299, 4e-05, 0.04909, 0.07864, 0.05028, 0.06165, 0.09836]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(41.3911653, -74.3118212)', '(41.4351069, -73.7948516)', '(40.7830603, -73.9712488)', '(41.1489458, -73.98300290000002)', '(41.6897493, -74.7805192)', '(41.1220194, -73.7948516)', '(41.3361875, -75.06111469999999)', '(41.0458376, -75.2479061)']",21,False,False,False,False
10781,2015,NJ,Atlantic,12237.41667,9.54167,17786,127902.5,"(39.5333379, -74.6868815)",0.13906,"[4124.75, 16586.0, 2287.91667, 16498.41667, 12237.41667, 5390.91667, 12434.16667, 6016.91667, 9084.91667, 14261.66667]","[5.39167, 6.175, 7.35833, 6.45, 9.54167, 11.5, 5.34167, 8.84167, 6.05, 4.89167]","[9645, 16817, 3147, 30737, 17786, 6676, 14087, 14788, 12664, 21018]","[0.12592, 0.06263, 0.10125, 0.12035, 0.13906, 0.13755, 0.06056, 0.2171, 0.08447, 0.0721]","['(39.1440612, -75.4344727)', '(39.9652553, -74.3118212)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(39.907793, -75.3878525)']",10,False,False,False,False
10787,2015,NJ,Cape May,5390.91667,11.5,6676,48534.0,"(39.105884, -74.8273184)",0.13755,"[4124.75, 4840.91667, 2287.91667, 12237.41667, 5390.91667, 6016.91667, 9084.91667]","[5.39167, 4.96667, 7.35833, 9.54167, 11.5, 8.84167, 6.05]","[9645, 12177, 3147, 17786, 6676, 14788, 12664]","[0.12592, 0.12421, 0.10125, 0.13906, 0.13755, 0.2171, 0.08447]","['(39.1440612, -75.4344727)', '(38.65308410000001, -75.4344727)', '(39.5848777, -75.3878525)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)']",7,True,False,False,False
10793,2015,NJ,Monmouth,17034.41667,5.175,20419,329934.9167,"(40.2589455, -74.12399599999999)",0.06189,"[25956.0, 16586.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 12434.16667, 47677.83333, 72514.16667, 29585.5, 44786.33333]","[6.91667, 6.175, 6.05, 4.7, 5.4, 5.0, 4.375, 5.175, 4.575, 4.25833, 5.14167, 5.34167, 7.775, 5.9, 4.225, 4.86667]","[41421, 16817, 23734, 19591, 25579, 16103, 8708, 20419, 7370, 1583, 25338, 14087, 36, 122, 32561, 36]","[0.11044, 0.06263, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.06189, 0.04228, 0.02416, 0.05749, 0.06056, 6e-05, 0.0001, 0.04641, 4e-05]","['(40.7947466, -74.2648829)', '(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(40.7830603, -73.9712488)']",16,False,False,False,False
10799,2015,NJ,Somerset,7966.58333,4.575,7370,174323.4167,"(40.5292099, -74.64004320000001)",0.04228,"[25956.0, 16586.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 12434.16667, 47677.83333, 72514.16667, 44786.33333, 15761.75, 9908.75, 5215.58333, 18352.75, 8251.75]","[6.91667, 6.175, 6.05, 4.7, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 5.34167, 7.775, 5.9, 4.86667, 4.68333, 5.34167, 6.45833, 4.16667, 5.26667]","[41421, 16817, 23734, 19591, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 14087, 36, 122, 36, 13473, 7455, 7944, 20962, 6027]","[0.11044, 0.06263, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 0.06056, 6e-05, 0.0001, 4e-05, 0.03991, 0.04013, 0.09836, 0.04754, 0.03849]","['(40.7947466, -74.2648829)', '(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.7830603, -73.9712488)', '(40.4107964, -75.2479061)', '(40.6519679, -75.5742467)', '(41.0458376, -75.2479061)', '(40.2290075, -75.3878525)', '(40.7749283, -75.294569)']",23,False,False,False,False
10805,2015,NJ,Hunterdon,2787.08333,4.25833,1583,65533.58333,"(40.56695149999999, -74.92087719999999)",0.02416,"[25956.0, 16951.91667, 16498.41667, 19531.58333, 9942.16667, 11464.08333, 4186.25, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 15761.75, 1905.33333, 9908.75, 5215.58333, 18352.75, 8251.75]","[6.91667, 6.05, 6.45, 5.4, 5.0, 4.375, 5.45, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 4.68333, 6.075, 5.34167, 6.45833, 4.16667, 5.26667]","[41421, 23734, 30737, 25579, 16103, 8708, 2689, 2853, 21866, 20419, 7370, 1583, 25338, 13473, 2042, 7455, 7944, 20962, 6027]","[0.11044, 0.08469, 0.12035, 0.0706, 0.08115, 0.03323, 0.03509, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 0.03991, 0.06492, 0.04013, 0.09836, 0.04754, 0.03849]","['(40.7947466, -74.2648829)', '(40.6595001, -74.2883536)', '(39.8592439, -75.0143824)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(41.1288481, -74.6868815)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(40.4107964, -75.2479061)', '(40.901975, -75.667356)', '(40.6519679, -75.5742467)', '(41.0458376, -75.2479061)', '(40.2290075, -75.3878525)', '(40.7749283, -75.294569)']",19,False,False,False,True
10811,2015,NJ,Middlesex,22679.75,5.14167,25338,440741.9167,"(40.4111363, -74.35874729999999)",0.05749,"[25956.0, 16586.0, 16951.91667, 22790.83333, 19531.58333, 9942.16667, 11464.08333, 3070.58333, 17639.33333, 17034.41667, 7966.58333, 2787.08333, 22679.75, 12434.16667, 47677.83333, 72514.16667, 29585.5, 44786.33333, 15761.75]","[6.91667, 6.175, 6.05, 4.7, 5.4, 5.0, 4.375, 5.36667, 7.1, 5.175, 4.575, 4.25833, 5.14167, 5.34167, 7.775, 5.9, 4.225, 4.86667, 4.68333]","[41421, 16817, 23734, 19591, 25579, 16103, 8708, 2853, 21866, 20419, 7370, 1583, 25338, 14087, 36, 122, 32561, 36, 13473]","[0.11044, 0.06263, 0.08469, 0.04048, 0.0706, 0.08115, 0.03323, 0.04989, 0.08788, 0.06189, 0.04228, 0.02416, 0.05749, 0.06056, 6e-05, 0.0001, 0.04641, 4e-05, 0.03991]","['(40.7947466, -74.2648829)', '(39.9652553, -74.3118212)', '(40.6595001, -74.2883536)', '(40.9262762, -74.07701)', '(40.7453199, -74.05351259999999)', '(40.3028533, -74.7337069)', '(40.8336038, -74.54632819999999)', '(40.8841854, -74.92087719999999)', '(41.1231647, -74.35874729999999)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.56695149999999, -74.92087719999999)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(40.8447819, -73.8648268)', '(40.6781784, -73.9441579)', '(40.6546145, -73.55941279999999)', '(40.7830603, -73.9712488)', '(40.4107964, -75.2479061)']",19,False,False,False,False
10817,2015,NJ,Burlington,12434.16667,5.34167,14087,232623.5833,"(39.8558488, -74.6868815)",0.06056,"[16586.0, 2287.91667, 16498.41667, 9942.16667, 12237.41667, 17034.41667, 7966.58333, 22679.75, 12434.16667, 6016.91667, 9084.91667, 15761.75, 14261.66667, 18352.75]","[6.175, 7.35833, 6.45, 5.0, 9.54167, 5.175, 4.575, 5.14167, 5.34167, 8.84167, 6.05, 4.68333, 4.89167, 4.16667]","[16817, 3147, 30737, 16103, 17786, 20419, 7370, 25338, 14087, 14788, 12664, 13473, 21018, 20962]","[0.06263, 0.10125, 0.12035, 0.08115, 0.13906, 0.06189, 0.04228, 0.05749, 0.06056, 0.2171, 0.08447, 0.03991, 0.0721, 0.04754]","['(39.9652553, -74.3118212)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(40.3028533, -74.7337069)', '(39.5333379, -74.6868815)', '(40.2589455, -74.12399599999999)', '(40.5292099, -74.64004320000001)', '(40.4111363, -74.35874729999999)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(40.4107964, -75.2479061)', '(39.907793, -75.3878525)', '(40.2290075, -75.3878525)']",14,False,False,False,False
10823,2015,NJ,Cumberland,6016.91667,8.84167,14788,68117.08333,"(39.2587106, -75.06111469999999)",0.2171,"[4124.75, 4840.91667, 13740.5, 953.0, 2287.91667, 16498.41667, 12237.41667, 5390.91667, 12434.16667, 6016.91667, 9084.91667, 14261.66667]","[5.39167, 4.96667, 4.7, 5.43333, 7.35833, 6.45, 9.54167, 11.5, 5.34167, 8.84167, 6.05, 4.89167]","[9645, 12177, 36849, 1422, 3147, 30737, 17786, 6676, 14087, 14788, 12664, 21018]","[0.12592, 0.12421, 0.12599, 0.08115, 0.10125, 0.12035, 0.13906, 0.13755, 0.06056, 0.2171, 0.08447, 0.0721]","['(39.1440612, -75.4344727)', '(38.65308410000001, -75.4344727)', '(39.5392979, -75.667356)', '(38.9105018, -75.8533954)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(39.907793, -75.3878525)']",12,False,False,True,False
10829,2015,NJ,Gloucester,9084.91667,6.05,12664,149930.0833,"(39.7103023, -75.1078332)",0.08447,"[4124.75, 13740.5, 3147.66667, 16586.0, 2287.91667, 16498.41667, 9942.16667, 12237.41667, 5390.91667, 12434.16667, 6016.91667, 9084.91667, 15761.75, 10556.41667, 14261.66667, 18352.75]","[5.39167, 4.7, 5.95833, 6.175, 7.35833, 6.45, 5.0, 9.54167, 11.5, 5.34167, 8.84167, 6.05, 4.68333, 3.80833, 4.89167, 4.16667]","[9645, 36849, 5953, 16817, 3147, 30737, 16103, 17786, 6676, 14087, 14788, 12664, 13473, 9653, 21018, 20962]","[0.12592, 0.12599, 0.11287, 0.06263, 0.10125, 0.12035, 0.08115, 0.13906, 0.13755, 0.06056, 0.2171, 0.08447, 0.03991, 0.03484, 0.0721, 0.04754]","['(39.1440612, -75.4344727)', '(39.5392979, -75.667356)', '(39.5739403, -75.94632399999999)', '(39.9652553, -74.3118212)', '(39.5848777, -75.3878525)', '(39.8592439, -75.0143824)', '(40.3028533, -74.7337069)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.8558488, -74.6868815)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)', '(40.4107964, -75.2479061)', '(40.0010204, -75.8069082)', '(39.907793, -75.3878525)', '(40.2290075, -75.3878525)']",16,False,False,False,False
10835,2015,NM,Lea,1841.66667,6.20833,5534,29782.16667,"(32.8968816, -103.3587288)",0.18582,"[1841.66667, 303.91667, 151.75]","[6.20833, 3.23333, 3.75]","[5534, 533, 255]","[0.18582, 0.05672, 0.06308]","['(32.8968816, -103.3587288)', '(32.6987519, -102.7135121)', '(33.2114703, -102.8975098)']",3,True,False,True,False
