,Year,Average (Monthly) Percent Unemployed,county,state
10095,2013,3.791666667,Ramsey County,ND
10096,2014,3.541666667,Ramsey County,ND
10097,2015,3.4,Ramsey County,ND
10098,2010,4.616666667,Ransom County,ND
10099,2011,3.575,Ransom County,ND
10100,2012,3,Ransom County,ND
10101,2013,2.9,Ransom County,ND
10102,2014,2.85,Ransom County,ND
10103,2015,2.475,Ransom County,ND
10104,2010,2.758333333,Steele County,ND
10105,2011,2.6,Steele County,ND
10106,2012,2.708333333,Steele County,ND
10107,2013,2.408333333,Steele County,ND
10108,2014,2.225,Steele County,ND
10109,2015,2.225,Steele County,ND
10110,2010,2.725,Towner County,ND
10111,2011,3.016666667,Towner County,ND
10112,2012,3.325,Towner County,ND
10113,2013,3.858333333,Towner County,ND
10114,2014,3.525,Towner County,ND
10115,2015,2.725,Towner County,ND
10116,2010,3.725,Traill County,ND
10117,2011,3.625,Traill County,ND
10118,2012,3.15,Traill County,ND
10119,2013,2.875,Traill County,ND
10120,2014,2.616666667,Traill County,ND
10121,2015,2.841666667,Traill County,ND
10122,2010,3.533333333,LaMoure County,ND
10123,2011,3.008333333,LaMoure County,ND
10124,2012,2.525,LaMoure County,ND
10125,2013,2.283333333,LaMoure County,ND
10126,2014,2.416666667,LaMoure County,ND
10127,2015,2.5,LaMoure County,ND
10128,2010,4.833333333,McHenry County,ND
10129,2011,4.633333333,McHenry County,ND
10130,2012,4.3,McHenry County,ND
10131,2013,4.166666667,McHenry County,ND
10132,2014,4.166666667,McHenry County,ND
10133,2015,4.208333333,McHenry County,ND
10134,2010,6.358333333,Pembina County,ND
10135,2011,6.875,Pembina County,ND
10136,2012,6.416666667,Pembina County,ND
10137,2013,6.05,Pembina County,ND
10138,2014,5.575,Pembina County,ND
10139,2015,5.316666667,Pembina County,ND
10140,2010,10.84166667,Rolette County,ND
10141,2011,10.925,Rolette County,ND
10142,2012,10.5,Rolette County,ND
10143,2013,12.275,Rolette County,ND
10144,2014,11.3,Rolette County,ND
10145,2015,10.21666667,Rolette County,ND
10146,2010,4.333333333,Sargent County,ND
10147,2011,3.083333333,Sargent County,ND
10148,2012,2.675,Sargent County,ND
10149,2013,2.541666667,Sargent County,ND
10150,2014,2.225,Sargent County,ND
10151,2015,1.85,Sargent County,ND
10152,2010,3.333333333,Billings County,ND
10153,2011,3.85,Billings County,ND
10154,2012,3.466666667,Billings County,ND
10155,2013,2.966666667,Billings County,ND
10156,2014,2.933333333,Billings County,ND
10157,2015,3.15,Billings County,ND
10158,2010,3.608333333,Burleigh County,ND
10159,2011,3.25,Burleigh County,ND
10160,2012,2.825,Burleigh County,ND
10161,2013,2.491666667,Burleigh County,ND
10162,2014,2.45,Burleigh County,ND
10163,2015,2.383333333,Burleigh County,ND
10164,2010,3.075,Cavalier County,ND
10165,2011,3.033333333,Cavalier County,ND
10166,2012,3.191666667,Cavalier County,ND
10167,2013,3.3,Cavalier County,ND
10168,2014,2.9,Cavalier County,ND
10169,2015,2.808333333,Cavalier County,ND
10170,2010,4.425,McIntosh County,ND
10171,2011,3.75,McIntosh County,ND
10172,2012,3.216666667,McIntosh County,ND
10173,2013,3.05,McIntosh County,ND
10174,2014,2.933333333,McIntosh County,ND
10175,2015,3.125,McIntosh County,ND
10176,2010,2.208333333,McKenzie County,ND
10177,2011,1.816666667,McKenzie County,ND
10178,2012,1.533333333,McKenzie County,ND
10179,2013,1.5,McKenzie County,ND
10180,2014,1.508333333,McKenzie County,ND
10181,2015,2.508333333,McKenzie County,ND
10182,2010,2.791666667,Renville County,ND
10183,2011,2.791666667,Renville County,ND
10184,2012,2.283333333,Renville County,ND
10185,2013,2.441666667,Renville County,ND
10186,2014,2.6,Renville County,ND
10187,2015,3.35,Renville County,ND
10188,2010,3.841666667,Richland County,ND
10189,2011,3.808333333,Richland County,ND
10190,2012,3.666666667,Richland County,ND
10191,2013,3.375,Richland County,ND
10192,2014,3.025,Richland County,ND
10193,2015,2.75,Richland County,ND
10194,2010,3.933333333,Sheridan County,ND
10195,2011,3.958333333,Sheridan County,ND
10196,2012,3.708333333,Sheridan County,ND
10197,2013,4.008333333,Sheridan County,ND
10198,2014,4.925,Sheridan County,ND
10199,2015,5.05,Sheridan County,ND
10200,2010,4.15,Stutsman County,ND
10201,2011,3.8,Stutsman County,ND
10202,2012,3.441666667,Stutsman County,ND
10203,2013,3.133333333,Stutsman County,ND
10204,2014,2.766666667,Stutsman County,ND
10205,2015,2.558333333,Stutsman County,ND
10206,2010,2.208333333,Williams County,ND
10207,2011,1.433333333,Williams County,ND
10208,2012,1.108333333,Williams County,ND
10209,2013,1.241666667,Williams County,ND
10210,2014,1.191666667,Williams County,ND
10211,2015,2.4,Williams County,ND
10212,2010,3.966666667,Bottineau County,ND
10213,2011,3.766666667,Bottineau County,ND
10214,2012,3.391666667,Bottineau County,ND
10215,2013,3.875,Bottineau County,ND
10216,2014,3.416666667,Bottineau County,ND
10217,2015,4.375,Bottineau County,ND
10218,2010,3.075,Hettinger County,ND
10219,2011,2.85,Hettinger County,ND
10220,2012,2.65,Hettinger County,ND
10221,2013,2.658333333,Hettinger County,ND
10222,2014,2.083333333,Hettinger County,ND
10223,2015,2.516666667,Hettinger County,ND
10224,2010,2.65,Mountrail County,ND
10225,2011,2.175,Mountrail County,ND
10226,2012,1.641666667,Mountrail County,ND
10227,2013,1.525,Mountrail County,ND
10228,2014,1.266666667,Mountrail County,ND
10229,2015,1.966666667,Mountrail County,ND
10230,2010,3.475,Grand Forks County,ND
10231,2011,3.683333333,Grand Forks County,ND
10232,2012,3.383333333,Grand Forks County,ND
10233,2013,3.05,Grand Forks County,ND
10234,2014,2.783333333,Grand Forks County,ND
10235,2015,2.441666667,Grand Forks County,ND
10236,2010,2.683333333,Golden Valley County,ND
10237,2011,2.483333333,Golden Valley County,ND
10238,2012,2.458333333,Golden Valley County,ND
10239,2013,2.225,Golden Valley County,ND
10240,2014,2.091666667,Golden Valley County,ND
10241,2015,2.241666667,Golden Valley County,ND
10242,2010,3.908333333,Boyd County,NE
10243,2011,3.833333333,Boyd County,NE
10244,2012,3.908333333,Boyd County,NE
10245,2013,3.483333333,Boyd County,NE
10246,2014,3.241666667,Boyd County,NE
10247,2015,2.625,Boyd County,NE
10248,2010,5.925,Burt County,NE
10249,2011,5.741666667,Burt County,NE
10250,2012,4.733333333,Burt County,NE
10251,2013,4.541666667,Burt County,NE
10252,2014,3.916666667,Burt County,NE
10253,2015,3.65,Burt County,NE
10254,2010,5.633333333,Cass County,NE
10255,2011,5.225,Cass County,NE
10256,2012,4.658333333,Cass County,NE
10257,2013,4.325,Cass County,NE
10258,2014,3.725,Cass County,NE
10259,2015,3.325,Cass County,NE
10260,2010,4.266666667,Clay County,NE
10261,2011,4.141666667,Clay County,NE
10262,2012,3.716666667,Clay County,NE
10263,2013,3.425,Clay County,NE
10264,2014,3.275,Clay County,NE
10265,2015,2.916666667,Clay County,NE
10266,2010,5.75,Gage County,NE
10267,2011,5.766666667,Gage County,NE
10268,2012,4.966666667,Gage County,NE
10269,2013,4.583333333,Gage County,NE
10270,2014,4.116666667,Gage County,NE
10271,2015,3.616666667,Gage County,NE
10272,2010,4.65,Hall County,NE
10273,2011,4.475,Hall County,NE
10274,2012,3.983333333,Hall County,NE
10275,2013,3.7,Hall County,NE
10276,2014,3.883333333,Hall County,NE
10277,2015,3.925,Hall County,NE
10278,2010,3.616666667,Holt County,NE
10279,2011,3.433333333,Holt County,NE
10280,2012,3.191666667,Holt County,NE
10281,2013,3.141666667,Holt County,NE
10282,2014,2.641666667,Holt County,NE
10283,2015,2.383333333,Holt County,NE
10284,2010,4.15,Knox County,NE
10285,2011,3.883333333,Knox County,NE
10286,2012,3.366666667,Knox County,NE
10287,2013,3.541666667,Knox County,NE
10288,2014,3.108333333,Knox County,NE
10289,2015,3.2,Knox County,NE
10290,2010,5.625,Loup County,NE
10291,2011,4.683333333,Loup County,NE
10292,2012,3.791666667,Loup County,NE
10293,2013,4.525,Loup County,NE
10294,2014,3.791666667,Loup County,NE
10295,2015,3.558333333,Loup County,NE
10296,2010,5.066666667,Otoe County,NE
10297,2011,5.1,Otoe County,NE
10298,2012,4.5,Otoe County,NE
10299,2013,4.258333333,Otoe County,NE
10300,2014,3.683333333,Otoe County,NE
10301,2015,3.291666667,Otoe County,NE
10302,2010,4.008333333,Polk County,NE
10303,2011,3.425,Polk County,NE
10304,2012,3.066666667,Polk County,NE
10305,2013,3.408333333,Polk County,NE
10306,2014,3.208333333,Polk County,NE
10307,2015,2.533333333,Polk County,NE
10308,2010,2.858333333,Rock County,NE
10309,2011,2.633333333,Rock County,NE
10310,2012,2.558333333,Rock County,NE
10311,2013,3.116666667,Rock County,NE
10312,2014,2.583333333,Rock County,NE
10313,2015,2.666666667,Rock County,NE
10314,2010,4.641666667,York County,NE
10315,2011,4.358333333,York County,NE
10316,2012,3.7,York County,NE
10317,2013,3.583333333,York County,NE
10318,2014,3.175,York County,NE
10319,2015,2.891666667,York County,NE
10320,2010,4.741666667,Adams County,NE
10321,2011,4.308333333,Adams County,NE
10322,2012,3.833333333,Adams County,NE
10323,2013,3.641666667,Adams County,NE
10324,2014,3.375,Adams County,NE
10325,2015,3.125,Adams County,NE
10326,2010,3.533333333,Boone County,NE
10327,2011,3.658333333,Boone County,NE
10328,2012,3.108333333,Boone County,NE
10329,2013,3.241666667,Boone County,NE
10330,2014,2.583333333,Boone County,NE
10331,2015,2.466666667,Boone County,NE
10332,2010,4.658333333,Brown County,NE
10333,2011,4.575,Brown County,NE
10334,2012,4.058333333,Brown County,NE
10335,2013,3.933333333,Brown County,NE
10336,2014,3.441666667,Brown County,NE
10337,2015,3.7,Brown County,NE
10338,2010,3.558333333,Cedar County,NE
10339,2011,3.3,Cedar County,NE
10340,2012,2.925,Cedar County,NE
10341,2013,2.958333333,Cedar County,NE
10342,2014,2.308333333,Cedar County,NE
10343,2015,2.383333333,Cedar County,NE
10344,2010,2.8,Chase County,NE
10345,2011,2.441666667,Chase County,NE
10346,2012,2.383333333,Chase County,NE
10347,2013,2.375,Chase County,NE
10348,2014,2.033333333,Chase County,NE
10349,2015,1.9,Chase County,NE
10350,2010,3.966666667,Dawes County,NE
10351,2011,3.866666667,Dawes County,NE
10352,2012,3.666666667,Dawes County,NE
10353,2013,3.591666667,Dawes County,NE
10354,2014,2.925,Dawes County,NE
10355,2015,2.608333333,Dawes County,NE
10356,2010,3.891666667,Deuel County,NE
10357,2011,3.475,Deuel County,NE
10358,2012,3.241666667,Deuel County,NE
10359,2013,3.341666667,Deuel County,NE
10360,2014,2.766666667,Deuel County,NE
10361,2015,2.475,Deuel County,NE
10362,2010,4.775,Dixon County,NE
10363,2011,4.55,Dixon County,NE
10364,2012,4.133333333,Dixon County,NE
10365,2013,3.75,Dixon County,NE
10366,2014,3.058333333,Dixon County,NE
10367,2015,3.3,Dixon County,NE
10368,2010,5.275,Dodge County,NE
10369,2011,4.916666667,Dodge County,NE
10370,2012,4.541666667,Dodge County,NE
10371,2013,4.2,Dodge County,NE
10372,2014,3.641666667,Dodge County,NE
10373,2015,3.266666667,Dodge County,NE
10374,2010,3.125,Dundy County,NE
10375,2011,2.908333333,Dundy County,NE
10376,2012,2.925,Dundy County,NE
10377,2013,2.783333333,Dundy County,NE
10378,2014,2.25,Dundy County,NE
10379,2015,2.091666667,Dundy County,NE
10380,2010,3.775,Grant County,NE
10381,2011,3.308333333,Grant County,NE
10382,2012,3.491666667,Grant County,NE
10383,2013,3.358333333,Grant County,NE
10384,2014,2.425,Grant County,NE
10385,2015,2.291666667,Grant County,NE
10386,2010,3.483333333,Hayes County,NE
10387,2011,3.1,Hayes County,NE
10388,2012,2.966666667,Hayes County,NE
10389,2013,3.325,Hayes County,NE
10390,2014,2.808333333,Hayes County,NE
10391,2015,2.3,Hayes County,NE
10392,2010,4.25,Keith County,NE
10393,2011,4.091666667,Keith County,NE
10394,2012,3.733333333,Keith County,NE
10395,2013,3.608333333,Keith County,NE
10396,2014,2.883333333,Keith County,NE
10397,2015,2.675,Keith County,NE
10398,2010,4.491666667,Logan County,NE
10399,2011,3.45,Logan County,NE
10400,2012,3.091666667,Logan County,NE
10401,2013,3.25,Logan County,NE
10402,2014,3.091666667,Logan County,NE
10403,2015,2.941666667,Logan County,NE
10404,2010,3.916666667,Nance County,NE
10405,2011,3.683333333,Nance County,NE
10406,2012,3.341666667,Nance County,NE
10407,2013,3.208333333,Nance County,NE
10408,2014,2.716666667,Nance County,NE
10409,2015,2.458333333,Nance County,NE
10410,2010,4.441666667,Sarpy County,NE
10411,2011,4.241666667,Sarpy County,NE
10412,2012,3.866666667,Sarpy County,NE
10413,2013,3.583333333,Sarpy County,NE
10414,2014,3.091666667,Sarpy County,NE
10415,2015,2.808333333,Sarpy County,NE
10416,2010,3.725,Sioux County,NE
10417,2011,3.425,Sioux County,NE
10418,2012,3.55,Sioux County,NE
10419,2013,3.341666667,Sioux County,NE
10420,2014,2.491666667,Sioux County,NE
10421,2015,2.508333333,Sioux County,NE
10422,2010,3.8,Wayne County,NE
10423,2011,3.466666667,Wayne County,NE
10424,2012,3.225,Wayne County,NE
10425,2013,3.175,Wayne County,NE
10426,2014,2.808333333,Wayne County,NE
10427,2015,2.55,Wayne County,NE
10428,2010,7.808333333,Arthur County,NE
10429,2011,6.066666667,Arthur County,NE
10430,2012,6.533333333,Arthur County,NE
10431,2013,7.633333333,Arthur County,NE
10432,2014,5.341666667,Arthur County,NE
10433,2015,4.525,Arthur County,NE
10434,2010,4.233333333,Banner County,NE
10435,2011,4.683333333,Banner County,NE
10436,2012,4.516666667,Banner County,NE
10437,2013,4.475,Banner County,NE
10438,2014,3.666666667,Banner County,NE
10439,2015,3.466666667,Banner County,NE
10440,2010,5.108333333,Blaine County,NE
10441,2011,5.4,Blaine County,NE
10442,2012,5.391666667,Blaine County,NE
10443,2013,5.291666667,Blaine County,NE
10444,2014,4.425,Blaine County,NE
10445,2015,4.516666667,Blaine County,NE
10446,2010,3.925,Butler County,NE
10447,2011,3.775,Butler County,NE
10448,2012,3.316666667,Butler County,NE
10449,2013,3.383333333,Butler County,NE
10450,2014,2.95,Butler County,NE
10451,2015,2.791666667,Butler County,NE
10452,2010,2.95,Cherry County,NE
10453,2011,3.05,Cherry County,NE
10454,2012,2.875,Cherry County,NE
10455,2013,2.766666667,Cherry County,NE
10456,2014,2.458333333,Cherry County,NE
10457,2015,2.3,Cherry County,NE
10458,2010,3.933333333,Colfax County,NE
10459,2011,3.875,Colfax County,NE
10460,2012,3.55,Colfax County,NE
10461,2013,3.508333333,Colfax County,NE
10462,2014,2.975,Colfax County,NE
10463,2015,2.608333333,Colfax County,NE
10464,2010,3.666666667,Cuming County,NE
10465,2011,3.408333333,Cuming County,NE
10466,2012,3.083333333,Cuming County,NE
10467,2013,3.025,Cuming County,NE
10468,2014,2.625,Cuming County,NE
10469,2015,2.65,Cuming County,NE
10470,2010,3.675,Custer County,NE
10471,2011,3.391666667,Custer County,NE
10472,2012,2.866666667,Custer County,NE
10473,2013,2.783333333,Custer County,NE
10474,2014,2.416666667,Custer County,NE
10475,2015,2.225,Custer County,NE
10476,2010,7.341666667,Dakota County,NE
10477,2011,5.883333333,Dakota County,NE
10478,2012,5.766666667,Dakota County,NE
10479,2013,4.716666667,Dakota County,NE
10480,2014,3.708333333,Dakota County,NE
10481,2015,3.533333333,Dakota County,NE
10482,2010,4.916666667,Dawson County,NE
10483,2011,4.991666667,Dawson County,NE
10484,2012,4.375,Dawson County,NE
10485,2013,3.825,Dawson County,NE
10486,2014,3.45,Dawson County,NE
10487,2015,3.175,Dawson County,NE
10488,2010,3.375,Furnas County,NE
10489,2011,3.641666667,Furnas County,NE
10490,2012,3.541666667,Furnas County,NE
10491,2013,3.491666667,Furnas County,NE
10492,2014,2.866666667,Furnas County,NE
10493,2015,2.65,Furnas County,NE
10494,2010,4.1,Garden County,NE
10495,2011,3.575,Garden County,NE
10496,2012,3.208333333,Garden County,NE
10497,2013,2.833333333,Garden County,NE
10498,2014,2.833333333,Garden County,NE
10499,2015,2.433333333,Garden County,NE
10500,2010,3.6,Gosper County,NE
10501,2011,3.516666667,Gosper County,NE
10502,2012,2.958333333,Gosper County,NE
10503,2013,3.466666667,Gosper County,NE
10504,2014,3,Gosper County,NE
10505,2015,2.475,Gosper County,NE
10506,2010,3.233333333,Harlan County,NE
10507,2011,3.266666667,Harlan County,NE
10508,2012,3.283333333,Harlan County,NE
10509,2013,3.108333333,Harlan County,NE
10510,2014,2.583333333,Harlan County,NE
10511,2015,2.141666667,Harlan County,NE
10512,2010,5.25,Hooker County,NE
10513,2011,4.708333333,Hooker County,NE
10514,2012,4.733333333,Hooker County,NE
10515,2013,4.925,Hooker County,NE
10516,2014,4.416666667,Hooker County,NE
10517,2015,4.291666667,Hooker County,NE
10518,2010,4.425,Howard County,NE
10519,2011,4.075,Howard County,NE
10520,2012,3.616666667,Howard County,NE
10521,2013,3.675,Howard County,NE
10522,2014,3.683333333,Howard County,NE
10523,2015,3.625,Howard County,NE
10524,2010,5.333333333,Nemaha County,NE
10525,2011,4.983333333,Nemaha County,NE
10526,2012,4.833333333,Nemaha County,NE
10527,2013,5,Nemaha County,NE
10528,2014,3.85,Nemaha County,NE
10529,2015,3.658333333,Nemaha County,NE
10530,2010,3.991666667,Pawnee County,NE
10531,2011,3.758333333,Pawnee County,NE
10532,2012,3.341666667,Pawnee County,NE
10533,2013,3.133333333,Pawnee County,NE
10534,2014,2.758333333,Pawnee County,NE
10535,2015,2.583333333,Pawnee County,NE
10536,2010,3.566666667,Phelps County,NE
10537,2011,3.65,Phelps County,NE
10538,2012,3.016666667,Phelps County,NE
10539,2013,2.966666667,Phelps County,NE
10540,2014,2.591666667,Phelps County,NE
10541,2015,2.4,Phelps County,NE
10542,2010,3.683333333,Pierce County,NE
10543,2011,3.533333333,Pierce County,NE
10544,2012,3.341666667,Pierce County,NE
10545,2013,3.35,Pierce County,NE
10546,2014,2.883333333,Pierce County,NE
10547,2015,2.541666667,Pierce County,NE
10548,2010,4.225,Platte County,NE
10549,2011,4.166666667,Platte County,NE
10550,2012,3.666666667,Platte County,NE
10551,2013,3.475,Platte County,NE
10552,2014,3,Platte County,NE
10553,2015,2.991666667,Platte County,NE
10554,2010,4.675,Saline County,NE
10555,2011,4.708333333,Saline County,NE
10556,2012,4.341666667,Saline County,NE
10557,2013,4.25,Saline County,NE
10558,2014,3.441666667,Saline County,NE
10559,2015,2.925,Saline County,NE
10560,2010,3.991666667,Seward County,NE
10561,2011,3.858333333,Seward County,NE
10562,2012,3.525,Seward County,NE
10563,2013,3.691666667,Seward County,NE
10564,2014,3.058333333,Seward County,NE
10565,2015,2.908333333,Seward County,NE
10566,2010,3.8,Thayer County,NE
10567,2011,3.275,Thayer County,NE
10568,2012,3.066666667,Thayer County,NE
