,Year,Average Total Employment,county,state
15938,2012,53789.25,Tom Green County,TX
15939,2013,54242,Tom Green County,TX
15940,2014,54667.91667,Tom Green County,TX
15941,2015,54503,Tom Green County,TX
15942,2010,20618.75,Val Verde County,TX
15943,2011,20460.75,Val Verde County,TX
15944,2012,20012.91667,Val Verde County,TX
15945,2013,19633,Val Verde County,TX
15946,2014,19384,Val Verde County,TX
15947,2015,19555.25,Val Verde County,TX
15948,2010,23601.41667,Van Zandt County,TX
15949,2011,23740.91667,Van Zandt County,TX
15950,2012,23620.08333,Van Zandt County,TX
15951,2013,23850.33333,Van Zandt County,TX
15952,2014,23900.83333,Van Zandt County,TX
15953,2015,24191,Van Zandt County,TX
15954,2010,6139.416667,Wilbarger County,TX
15955,2011,6039.166667,Wilbarger County,TX
15956,2012,5923.666667,Wilbarger County,TX
15957,2013,5778.75,Wilbarger County,TX
15958,2014,5295.5,Wilbarger County,TX
15959,2015,5105.166667,Wilbarger County,TX
15960,2010,9503.916667,Deaf Smith County,TX
15961,2011,9632.5,Deaf Smith County,TX
15962,2012,9325.25,Deaf Smith County,TX
15963,2013,9156.583333,Deaf Smith County,TX
15964,2014,9108.5,Deaf Smith County,TX
15965,2015,8787.333333,Deaf Smith County,TX
15966,2010,9707,Hutchinson County,TX
15967,2011,9914.583333,Hutchinson County,TX
15968,2012,9827.25,Hutchinson County,TX
15969,2013,9776.166667,Hutchinson County,TX
15970,2014,10518.33333,Hutchinson County,TX
15971,2015,9789,Hutchinson County,TX
15972,2010,1272.5,Jeff Davis County,TX
15973,2011,1250.916667,Jeff Davis County,TX
15974,2012,1215.166667,Jeff Davis County,TX
15975,2013,1161.916667,Jeff Davis County,TX
15976,2014,1147.666667,Jeff Davis County,TX
15977,2015,1078.666667,Jeff Davis County,TX
15978,2010,224426.25,Montgomery County,TX
15979,2011,231782.75,Montgomery County,TX
15980,2012,239219,Montgomery County,TX
15981,2013,246341.6667,Montgomery County,TX
15982,2014,253833.8333,Montgomery County,TX
15983,2015,258003.9167,Montgomery County,TX
15984,2010,13253.58333,Palo Pinto County,TX
15985,2011,13480.91667,Palo Pinto County,TX
15986,2012,13418.41667,Palo Pinto County,TX
15987,2013,13385.16667,Palo Pinto County,TX
15988,2014,13375.75,Palo Pinto County,TX
15989,2015,13155.66667,Palo Pinto County,TX
15990,2010,1634.166667,Schleicher County,TX
15991,2011,1699.5,Schleicher County,TX
15992,2012,1780.833333,Schleicher County,TX
15993,2013,1802.583333,Schleicher County,TX
15994,2014,1779.166667,Schleicher County,TX
15995,2015,1499.5,Schleicher County,TX
15996,2010,15560.75,Washington County,TX
15997,2011,15682.5,Washington County,TX
15998,2012,15645.91667,Washington County,TX
15999,2013,15728.33333,Washington County,TX
16000,2014,15700.41667,Washington County,TX
16001,2015,15347,Washington County,TX
16002,2010,222583.8333,Williamson County,TX
16003,2011,230895.25,Williamson County,TX
16004,2012,237421.75,Williamson County,TX
16005,2013,246625.6667,Williamson County,TX
16006,2014,255361.1667,Williamson County,TX
16007,2015,263789.4167,Williamson County,TX
16008,2010,30782.66667,Nacogdoches County,TX
16009,2011,30627.83333,Nacogdoches County,TX
16010,2012,29572.58333,Nacogdoches County,TX
16011,2013,29229.33333,Nacogdoches County,TX
16012,2014,28628.5,Nacogdoches County,TX
16013,2015,28106.91667,Nacogdoches County,TX
16014,2010,11230.08333,San Jacinto County,TX
16015,2011,11366.66667,San Jacinto County,TX
16016,2012,11473.33333,San Jacinto County,TX
16017,2013,11453,San Jacinto County,TX
16018,2014,11413.08333,San Jacinto County,TX
16019,2015,11280.58333,San Jacinto County,TX
16020,2010,1904.416667,Shackelford County,TX
16021,2011,2006.916667,Shackelford County,TX
16022,2012,2213.083333,Shackelford County,TX
16023,2013,2297.666667,Shackelford County,TX
16024,2014,2374,Shackelford County,TX
16025,2015,2080.583333,Shackelford County,TX
16026,2010,30434.41667,San Patricio County,TX
16027,2011,30231.58333,San Patricio County,TX
16028,2012,30435.16667,San Patricio County,TX
16029,2013,30664.75,San Patricio County,TX
16030,2014,30685.41667,San Patricio County,TX
16031,2015,30206,San Patricio County,TX
16032,2010,877,Throckmorton County,TX
16033,2011,872.4166667,Throckmorton County,TX
16034,2012,830,Throckmorton County,TX
16035,2013,795.4166667,Throckmorton County,TX
16036,2014,832.6666667,Throckmorton County,TX
16037,2015,779.9166667,Throckmorton County,TX
16038,2010,1340.833333,Collingsworth County,TX
16039,2011,1306.916667,Collingsworth County,TX
16040,2012,1247.416667,Collingsworth County,TX
16041,2013,1216.916667,Collingsworth County,TX
16042,2014,1259.5,Collingsworth County,TX
16043,2015,1269.083333,Collingsworth County,TX
16044,2010,3193,San Augustine County,TX
16045,2011,3153.75,San Augustine County,TX
16046,2012,3026.416667,San Augustine County,TX
16047,2013,2935.916667,San Augustine County,TX
16048,2014,2825.833333,San Augustine County,TX
16049,2015,2796.083333,San Augustine County,TX
16050,2010,20413.25,Iron County,UT
16051,2011,19867.5,Iron County,UT
16052,2012,19470.08333,Iron County,UT
16053,2013,19375.91667,Iron County,UT
16054,2014,19927.75,Iron County,UT
16055,2015,20376.33333,Iron County,UT
16056,2010,4611.666667,Juab County,UT
16057,2011,4595.166667,Juab County,UT
16058,2012,4624.416667,Juab County,UT
16059,2013,4696.916667,Juab County,UT
16060,2014,4798.083333,Juab County,UT
16061,2015,4948.583333,Juab County,UT
16062,2010,3560.166667,Kane County,UT
16063,2011,3492,Kane County,UT
16064,2012,3462.333333,Kane County,UT
16065,2013,3473.833333,Kane County,UT
16066,2014,3565.166667,Kane County,UT
16067,2015,3633,Kane County,UT
16068,2010,1038.416667,Rich County,UT
16069,2011,981.75,Rich County,UT
16070,2012,945.5833333,Rich County,UT
16071,2013,983.8333333,Rich County,UT
16072,2014,1006.333333,Rich County,UT
16073,2015,1047.75,Rich County,UT
16074,2010,229819.9167,Utah County,UT
16075,2011,231181.0833,Utah County,UT
16076,2012,238744.25,Utah County,UT
16077,2013,248742.5,Utah County,UT
16078,2014,255287.75,Utah County,UT
16079,2015,266644.6667,Utah County,UT
16080,2010,57248.83333,Cache County,UT
16081,2011,56612.16667,Cache County,UT
16082,2012,56972.58333,Cache County,UT
16083,2013,57783.5,Cache County,UT
16084,2014,58904.25,Cache County,UT
16085,2015,60174.33333,Cache County,UT
16086,2010,146958.9167,Davis County,UT
16087,2011,146628.8333,Davis County,UT
16088,2012,148630.0833,Davis County,UT
16089,2013,152576.5,Davis County,UT
16090,2014,155909.0833,Davis County,UT
16091,2015,160320.8333,Davis County,UT
16092,2010,5290,Emery County,UT
16093,2011,5069.666667,Emery County,UT
16094,2012,4746.666667,Emery County,UT
16095,2013,4713,Emery County,UT
16096,2014,4616.083333,Emery County,UT
16097,2015,4412.666667,Emery County,UT
16098,2010,5322.333333,Grand County,UT
16099,2011,5317.25,Grand County,UT
16100,2012,5409.5,Grand County,UT
16101,2013,5455.666667,Grand County,UT
16102,2014,5526.166667,Grand County,UT
16103,2015,5623.083333,Grand County,UT
16104,2010,571.5833333,Piute County,UT
16105,2011,529.8333333,Piute County,UT
16106,2012,492,Piute County,UT
16107,2013,484.75,Piute County,UT
16108,2014,459.25,Piute County,UT
16109,2015,466.4166667,Piute County,UT
16110,2010,1576.25,Wayne County,UT
16111,2011,1429.166667,Wayne County,UT
16112,2012,1354.333333,Wayne County,UT
16113,2013,1378.5,Wayne County,UT
16114,2014,1385.5,Wayne County,UT
16115,2015,1417.333333,Wayne County,UT
16116,2010,113259,Weber County,UT
16117,2011,112430.75,Weber County,UT
16118,2012,113321.4167,Weber County,UT
16119,2013,114543.5,Weber County,UT
16120,2014,114918.75,Weber County,UT
16121,2015,117485.3333,Weber County,UT
16122,2010,3156.416667,Beaver County,UT
16123,2011,3044.166667,Beaver County,UT
16124,2012,2902,Beaver County,UT
16125,2013,3021.166667,Beaver County,UT
16126,2014,2967,Beaver County,UT
16127,2015,3123.75,Beaver County,UT
16128,2010,9909.666667,Carbon County,UT
16129,2011,9547.75,Carbon County,UT
16130,2012,9262.333333,Carbon County,UT
16131,2013,8947.5,Carbon County,UT
16132,2014,8701.833333,Carbon County,UT
16133,2015,8729.5,Carbon County,UT
16134,2010,4273.5,Morgan County,UT
16135,2011,4244.916667,Morgan County,UT
16136,2012,4332.75,Morgan County,UT
16137,2013,4504.75,Morgan County,UT
16138,2014,4691.666667,Morgan County,UT
16139,2015,4938.833333,Morgan County,UT
16140,2010,9727.5,Sevier County,UT
16141,2011,9502,Sevier County,UT
16142,2012,9421.083333,Sevier County,UT
16143,2013,9265.083333,Sevier County,UT
16144,2014,9271.083333,Sevier County,UT
16145,2015,9531.583333,Sevier County,UT
16146,2010,20856.91667,Summit County,UT
16147,2011,21205,Summit County,UT
16148,2012,21522.66667,Summit County,UT
16149,2013,22039.41667,Summit County,UT
16150,2014,22543.16667,Summit County,UT
16151,2015,23120.33333,Summit County,UT
16152,2010,27454.25,Tooele County,UT
16153,2011,27278.5,Tooele County,UT
16154,2012,27746.08333,Tooele County,UT
16155,2013,28488.41667,Tooele County,UT
16156,2014,28913.75,Tooele County,UT
16157,2015,29601.25,Tooele County,UT
16158,2010,15189.33333,Uintah County,UT
16159,2011,15517.25,Uintah County,UT
16160,2012,15981.16667,Uintah County,UT
16161,2013,15670.91667,Uintah County,UT
16162,2014,15999.58333,Uintah County,UT
16163,2015,15338.83333,Uintah County,UT
16164,2010,494.5,Daggett County,UT
16165,2011,471.3333333,Daggett County,UT
16166,2012,435.9166667,Daggett County,UT
16167,2013,429.3333333,Daggett County,UT
16168,2014,430.4166667,Daggett County,UT
16169,2015,467.4166667,Daggett County,UT
16170,2010,6421.416667,Millard County,UT
16171,2011,6168.916667,Millard County,UT
16172,2012,5938,Millard County,UT
16173,2013,5902.083333,Millard County,UT
16174,2014,5966.166667,Millard County,UT
16175,2015,6137.75,Millard County,UT
16176,2010,11461.66667,Sanpete County,UT
16177,2011,11110.75,Sanpete County,UT
16178,2012,11252.58333,Sanpete County,UT
16179,2013,11057.58333,Sanpete County,UT
16180,2014,11070.41667,Sanpete County,UT
16181,2015,11443.33333,Sanpete County,UT
16182,2010,11359.75,Wasatch County,UT
16183,2011,11380.66667,Wasatch County,UT
16184,2012,11650.91667,Wasatch County,UT
16185,2013,12195.33333,Wasatch County,UT
16186,2014,12720.5,Wasatch County,UT
16187,2015,13287.41667,Wasatch County,UT
16188,2010,8165.25,Duchesne County,UT
16189,2011,8444.666667,Duchesne County,UT
16190,2012,9149.833333,Duchesne County,UT
16191,2013,9298.916667,Duchesne County,UT
16192,2014,9582.166667,Duchesne County,UT
16193,2015,8827.5,Duchesne County,UT
16194,2010,3073.916667,Garfield County,UT
16195,2011,2962.166667,Garfield County,UT
16196,2012,2857.25,Garfield County,UT
16197,2013,2781,Garfield County,UT
16198,2014,2718.25,Garfield County,UT
16199,2015,2761.583333,Garfield County,UT
16200,2010,6086.25,San Juan County,UT
16201,2011,5953.916667,San Juan County,UT
16202,2012,5695.166667,San Juan County,UT
16203,2013,5675.583333,San Juan County,UT
16204,2014,5610,San Juan County,UT
16205,2015,5729.833333,San Juan County,UT
16206,2010,23644.08333,Box Elder County,UT
16207,2011,23186.08333,Box Elder County,UT
16208,2012,22948.25,Box Elder County,UT
16209,2013,23161.08333,Box Elder County,UT
16210,2014,23436.25,Box Elder County,UT
16211,2015,24030.33333,Box Elder County,UT
16212,2010,548377.75,Salt Lake County,UT
16213,2011,546296.0833,Salt Lake County,UT
16214,2012,556484.3333,Salt Lake County,UT
16215,2013,569638.25,Salt Lake County,UT
16216,2014,575841.8333,Salt Lake County,UT
16217,2015,586752.6667,Salt Lake County,UT
16218,2010,56775.75,Washington County,UT
16219,2011,55996,Washington County,UT
16220,2012,57215.83333,Washington County,UT
16221,2013,59344.16667,Washington County,UT
16222,2014,61524.66667,Washington County,UT
16223,2015,63799.83333,Washington County,UT
16224,2010,10126.75,Lee County,VA
16225,2011,10229.66667,Lee County,VA
16226,2012,9793.666667,Lee County,VA
16227,2013,9304.416667,Lee County,VA
16228,2014,8840.583333,Lee County,VA
16229,2015,8571.75,Lee County,VA
16230,2010,2508.666667,Bath County,VA
16231,2011,2575.666667,Bath County,VA
16232,2012,2586.083333,Bath County,VA
16233,2013,2577.416667,Bath County,VA
16234,2014,2591.916667,Bath County,VA
16235,2015,2535.833333,Bath County,VA
16236,2010,12335.08333,Page County,VA
16237,2011,12490.58333,Page County,VA
16238,2012,12201.91667,Page County,VA
16239,2013,11944,Page County,VA
16240,2014,11830.16667,Page County,VA
16241,2015,11641.5,Page County,VA
16242,2010,16977,Wise County,VA
16243,2011,17257.25,Wise County,VA
16244,2012,16013.25,Wise County,VA
16245,2013,15099.41667,Wise County,VA
16246,2014,14434.91667,Wise County,VA
16247,2015,13783.08333,Wise County,VA
16248,2010,31289.5,York County,VA
16249,2011,31906.16667,York County,VA
16250,2012,31718,York County,VA
16251,2013,31835.58333,York County,VA
16252,2014,31831.25,York County,VA
16253,2015,31990.66667,York County,VA
16254,2010,2894.75,Bland County,VA
16255,2011,2858.916667,Bland County,VA
16256,2012,2875.916667,Bland County,VA
16257,2013,2876.833333,Bland County,VA
16258,2014,2866.5,Bland County,VA
16259,2015,2781,Bland County,VA
16260,2010,2440.333333,Craig County,VA
16261,2011,2480.416667,Craig County,VA
16262,2012,2465,Craig County,VA
16263,2013,2455.583333,Craig County,VA
16264,2014,2457,Craig County,VA
16265,2015,2379.833333,Craig County,VA
16266,2010,5715.416667,Essex County,VA
16267,2011,5698.833333,Essex County,VA
16268,2012,5741.75,Essex County,VA
16269,2013,5684.833333,Essex County,VA
16270,2014,5681.25,Essex County,VA
16271,2015,5511,Essex County,VA
16272,2010,8133.416667,Floyd County,VA
16273,2011,8333.75,Floyd County,VA
16274,2012,8378.166667,Floyd County,VA
16275,2013,8386.333333,Floyd County,VA
16276,2014,8301.25,Floyd County,VA
16277,2015,8292.166667,Floyd County,VA
16278,2010,8302.166667,Giles County,VA
16279,2011,8274.083333,Giles County,VA
16280,2012,8241.916667,Giles County,VA
16281,2013,8217.25,Giles County,VA
16282,2014,8065.75,Giles County,VA
16283,2015,7942.916667,Giles County,VA
16284,2010,24006.41667,Henry County,VA
16285,2011,22820.25,Henry County,VA
16286,2012,22753.33333,Henry County,VA
16287,2013,23405.5,Henry County,VA
16288,2014,22922.08333,Henry County,VA
16289,2015,22352.5,Henry County,VA
16290,2010,10071.66667,Scott County,VA
16291,2011,10156,Scott County,VA
16292,2012,10087.16667,Scott County,VA
16293,2013,10003.25,Scott County,VA
16294,2014,9784.25,Scott County,VA
16295,2015,9500,Scott County,VA
16296,2010,13706.83333,Smyth County,VA
16297,2011,13750,Smyth County,VA
16298,2012,13516.41667,Smyth County,VA
16299,2013,13405.25,Smyth County,VA
16300,2014,13448.16667,Smyth County,VA
16301,2015,13460.33333,Smyth County,VA
16302,2010,3693.25,Surry County,VA
16303,2011,3759.083333,Surry County,VA
16304,2012,3689.25,Surry County,VA
16305,2013,3632.666667,Surry County,VA
16306,2014,3663.916667,Surry County,VA
16307,2015,3715.916667,Surry County,VA
16308,2010,14277.25,Wythe County,VA
16309,2011,14384.83333,Wythe County,VA
16310,2012,14124.66667,Wythe County,VA
16311,2013,14000.16667,Wythe County,VA
16312,2014,13789.33333,Wythe County,VA
16313,2015,13641.75,Wythe County,VA
16314,2010,6227.833333,Amelia County,VA
16315,2011,6261.833333,Amelia County,VA
16316,2012,6218.25,Amelia County,VA
16317,2013,6171.833333,Amelia County,VA
16318,2014,6208.166667,Amelia County,VA
16319,2015,6190.333333,Amelia County,VA
16320,2010,7695.083333,Clarke County,VA
16321,2011,7772.5,Clarke County,VA
16322,2012,7737.666667,Clarke County,VA
16323,2013,7622.583333,Clarke County,VA
16324,2014,7544.166667,Clarke County,VA
16325,2015,7430.666667,Clarke County,VA
16326,2010,9654.583333,Greene County,VA
16327,2011,9792.666667,Greene County,VA
16328,2012,9800.333333,Greene County,VA
16329,2013,9684.833333,Greene County,VA
16330,2014,9851.083333,Greene County,VA
16331,2015,9847.166667,Greene County,VA
16332,2010,17858.58333,Louisa County,VA
16333,2011,17943,Louisa County,VA
16334,2012,17965.08333,Louisa County,VA
16335,2013,18051.25,Louisa County,VA
16336,2014,18447.75,Louisa County,VA
16337,2015,18789.66667,Louisa County,VA
16338,2010,7573.5,Nelson County,VA
16339,2011,7604.166667,Nelson County,VA
16340,2012,7464.416667,Nelson County,VA
16341,2013,7357.416667,Nelson County,VA
16342,2014,7391.25,Nelson County,VA
16343,2015,7266.5,Nelson County,VA
16344,2010,15456.16667,Orange County,VA
16345,2011,15787.75,Orange County,VA
16346,2012,15877.66667,Orange County,VA
16347,2013,16113.66667,Orange County,VA
16348,2014,16180.58333,Orange County,VA
16349,2015,16052.83333,Orange County,VA
16350,2010,4281,Sussex County,VA
16351,2011,4380.666667,Sussex County,VA
16352,2012,4277.333333,Sussex County,VA
16353,2013,4184.583333,Sussex County,VA
16354,2014,4107.833333,Sussex County,VA
16355,2015,4072.416667,Sussex County,VA
16356,2010,20103.08333,Warren County,VA
16357,2011,20118.33333,Warren County,VA
16358,2012,20059.83333,Warren County,VA
16359,2013,20087.41667,Warren County,VA
16360,2014,19916,Warren County,VA
16361,2015,19619.16667,Warren County,VA
16362,2010,16351.25,Amherst County,VA
16363,2011,16181.25,Amherst County,VA
16364,2012,16069.25,Amherst County,VA
16365,2013,15797.66667,Amherst County,VA
16366,2014,15628.58333,Amherst County,VA
16367,2015,15278.91667,Amherst County,VA
16368,2010,37130.33333,Augusta County,VA
16369,2011,37429.75,Augusta County,VA
