,Year,Average (Monthly) Number Unemployed,county,state
16110,2010,135.0833333,Wayne County,UT
16111,2011,143.6666667,Wayne County,UT
16112,2012,145.75,Wayne County,UT
16113,2013,150.0833333,Wayne County,UT
16114,2014,131,Wayne County,UT
16115,2015,129,Wayne County,UT
16116,2010,9971,Weber County,UT
16117,2011,8823.75,Weber County,UT
16118,2012,7194.416667,Weber County,UT
16119,2013,6205.666667,Weber County,UT
16120,2014,5057.5,Weber County,UT
16121,2015,4819,Weber County,UT
16122,2010,313.5,Beaver County,UT
16123,2011,243.8333333,Beaver County,UT
16124,2012,176.9166667,Beaver County,UT
16125,2013,140.8333333,Beaver County,UT
16126,2014,120,Beaver County,UT
16127,2015,118.3333333,Beaver County,UT
16128,2010,852.75,Carbon County,UT
16129,2011,723.3333333,Carbon County,UT
16130,2012,652.75,Carbon County,UT
16131,2013,564.6666667,Carbon County,UT
16132,2014,447.1666667,Carbon County,UT
16133,2015,497.4166667,Carbon County,UT
16134,2010,293.6666667,Morgan County,UT
16135,2011,242.5,Morgan County,UT
16136,2012,212.5,Morgan County,UT
16137,2013,182.1666667,Morgan County,UT
16138,2014,160.5,Morgan County,UT
16139,2015,154,Morgan County,UT
16140,2010,810.25,Sevier County,UT
16141,2011,705.6666667,Sevier County,UT
16142,2012,577.25,Sevier County,UT
16143,2013,502.75,Sevier County,UT
16144,2014,418.1666667,Sevier County,UT
16145,2015,425,Sevier County,UT
16146,2010,1544,Summit County,UT
16147,2011,1293.166667,Summit County,UT
16148,2012,1059.833333,Summit County,UT
16149,2013,915.1666667,Summit County,UT
16150,2014,773.9166667,Summit County,UT
16151,2015,765.3333333,Summit County,UT
16152,2010,2291.416667,Tooele County,UT
16153,2011,1948.916667,Tooele County,UT
16154,2012,1658.666667,Tooele County,UT
16155,2013,1547.166667,Tooele County,UT
16156,2014,1389.666667,Tooele County,UT
16157,2015,1227.25,Tooele County,UT
16158,2010,1292.916667,Uintah County,UT
16159,2011,932.5,Uintah County,UT
16160,2012,709.8333333,Uintah County,UT
16161,2013,682.3333333,Uintah County,UT
16162,2014,572.5833333,Uintah County,UT
16163,2015,1044.333333,Uintah County,UT
16164,2010,35.66666667,Daggett County,UT
16165,2011,28.91666667,Daggett County,UT
16166,2012,21.83333333,Daggett County,UT
16167,2013,21.33333333,Daggett County,UT
16168,2014,17.83333333,Daggett County,UT
16169,2015,21.58333333,Daggett County,UT
16170,2010,398.25,Millard County,UT
16171,2011,326.5833333,Millard County,UT
16172,2012,277.25,Millard County,UT
16173,2013,241.8333333,Millard County,UT
16174,2014,208.3333333,Millard County,UT
16175,2015,215.25,Millard County,UT
16176,2010,1035.25,Sanpete County,UT
16177,2011,875.3333333,Sanpete County,UT
16178,2012,720.6666667,Sanpete County,UT
16179,2013,621.5,Sanpete County,UT
16180,2014,504.5,Sanpete County,UT
16181,2015,473.25,Sanpete County,UT
16182,2010,955.0833333,Wasatch County,UT
16183,2011,796.75,Wasatch County,UT
16184,2012,669.6666667,Wasatch County,UT
16185,2013,568.8333333,Wasatch County,UT
16186,2014,481.6666667,Wasatch County,UT
16187,2015,466.9166667,Wasatch County,UT
16188,2010,780.6666667,Duchesne County,UT
16189,2011,562.75,Duchesne County,UT
16190,2012,429.8333333,Duchesne County,UT
16191,2013,399.9166667,Duchesne County,UT
16192,2014,349.0833333,Duchesne County,UT
16193,2015,665.1666667,Duchesne County,UT
16194,2010,314.3333333,Garfield County,UT
16195,2011,316,Garfield County,UT
16196,2012,271.0833333,Garfield County,UT
16197,2013,255.5833333,Garfield County,UT
16198,2014,238.6666667,Garfield County,UT
16199,2015,246.5833333,Garfield County,UT
16200,2010,662.5,San Juan County,UT
16201,2011,594.9166667,San Juan County,UT
16202,2012,502.1666667,San Juan County,UT
16203,2013,452.0833333,San Juan County,UT
16204,2014,434.9166667,San Juan County,UT
16205,2015,452.25,San Juan County,UT
16206,2010,2004.166667,Box Elder County,UT
16207,2011,1742.416667,Box Elder County,UT
16208,2012,1322.166667,Box Elder County,UT
16209,2013,1097.083333,Box Elder County,UT
16210,2014,908.8333333,Box Elder County,UT
16211,2015,887.9166667,Box Elder County,UT
16212,2010,42068.5,Salt Lake County,UT
16213,2011,36181.33333,Salt Lake County,UT
16214,2012,29234.25,Salt Lake County,UT
16215,2013,25002.91667,Salt Lake County,UT
16216,2014,21230.5,Salt Lake County,UT
16217,2015,19862.5,Salt Lake County,UT
16218,2010,5955.25,Washington County,UT
16219,2011,4970.916667,Washington County,UT
16220,2012,3935.166667,Washington County,UT
16221,2013,3272,Washington County,UT
16222,2014,2706.166667,Washington County,UT
16223,2015,2603.083333,Washington County,UT
16224,2010,801.8333333,Lee County,VA
16225,2011,778.4166667,Lee County,VA
16226,2012,808.5833333,Lee County,VA
16227,2013,816.6666667,Lee County,VA
16228,2014,725.1666667,Lee County,VA
16229,2015,620,Lee County,VA
16230,2010,188.8333333,Bath County,VA
16231,2011,162.8333333,Bath County,VA
16232,2012,150.5,Bath County,VA
16233,2013,136.4166667,Bath County,VA
16234,2014,116.1666667,Bath County,VA
16235,2015,102.8333333,Bath County,VA
16236,2010,1435.583333,Page County,VA
16237,2011,1384.916667,Page County,VA
16238,2012,1244.833333,Page County,VA
16239,2013,1102.916667,Page County,VA
16240,2014,956.25,Page County,VA
16241,2015,801.5,Page County,VA
16242,2010,1415.75,Wise County,VA
16243,2011,1324.416667,Wise County,VA
16244,2012,1429.916667,Wise County,VA
16245,2013,1561.833333,Wise County,VA
16246,2014,1372.416667,Wise County,VA
16247,2015,1142,Wise County,VA
16248,2010,1912.416667,York County,VA
16249,2011,1961.666667,York County,VA
16250,2012,1835.333333,York County,VA
16251,2013,1712.416667,York County,VA
16252,2014,1596.583333,York County,VA
16253,2015,1372.833333,York County,VA
16254,2010,248.9166667,Bland County,VA
16255,2011,211.75,Bland County,VA
16256,2012,202.1666667,Bland County,VA
16257,2013,194.8333333,Bland County,VA
16258,2014,173.4166667,Bland County,VA
16259,2015,158.25,Bland County,VA
16260,2010,193.6666667,Craig County,VA
16261,2011,186.75,Craig County,VA
16262,2012,172.8333333,Craig County,VA
16263,2013,172.8333333,Craig County,VA
16264,2014,155.5,Craig County,VA
16265,2015,130.9166667,Craig County,VA
16266,2010,519.4166667,Essex County,VA
16267,2011,472.5833333,Essex County,VA
16268,2012,421,Essex County,VA
16269,2013,378.0833333,Essex County,VA
16270,2014,362.6666667,Essex County,VA
16271,2015,297.1666667,Essex County,VA
16272,2010,566.75,Floyd County,VA
16273,2011,527.5833333,Floyd County,VA
16274,2012,475.25,Floyd County,VA
16275,2013,453.6666667,Floyd County,VA
16276,2014,386.4166667,Floyd County,VA
16277,2015,330.25,Floyd County,VA
16278,2010,794.9166667,Giles County,VA
16279,2011,660.9166667,Giles County,VA
16280,2012,599.0833333,Giles County,VA
16281,2013,574.25,Giles County,VA
16282,2014,500.0833333,Giles County,VA
16283,2015,411.5,Giles County,VA
16284,2010,3539.75,Henry County,VA
16285,2011,2871.75,Henry County,VA
16286,2012,2402.083333,Henry County,VA
16287,2013,2131.333333,Henry County,VA
16288,2014,1763.583333,Henry County,VA
16289,2015,1432.916667,Henry County,VA
16290,2010,853.0833333,Scott County,VA
16291,2011,744.9166667,Scott County,VA
16292,2012,761.1666667,Scott County,VA
16293,2013,698.4166667,Scott County,VA
16294,2014,572.8333333,Scott County,VA
16295,2015,490.3333333,Scott County,VA
16296,2010,1660.5,Smyth County,VA
16297,2011,1499.666667,Smyth County,VA
16298,2012,1295.416667,Smyth County,VA
16299,2013,1216.416667,Smyth County,VA
16300,2014,1066.833333,Smyth County,VA
16301,2015,878.25,Smyth County,VA
16302,2010,330.6666667,Surry County,VA
16303,2011,317.5833333,Surry County,VA
16304,2012,287.5,Surry County,VA
16305,2013,265,Surry County,VA
16306,2014,228.4166667,Surry County,VA
16307,2015,188.0833333,Surry County,VA
16308,2010,1590.25,Wythe County,VA
16309,2011,1322.5,Wythe County,VA
16310,2012,1094,Wythe County,VA
16311,2013,1091.5,Wythe County,VA
16312,2014,889.8333333,Wythe County,VA
16313,2015,741.1666667,Wythe County,VA
16314,2010,528.4166667,Amelia County,VA
16315,2011,468.6666667,Amelia County,VA
16316,2012,405.5833333,Amelia County,VA
16317,2013,365.75,Amelia County,VA
16318,2014,327.5833333,Amelia County,VA
16319,2015,276.8333333,Amelia County,VA
16320,2010,513.75,Clarke County,VA
16321,2011,444.9166667,Clarke County,VA
16322,2012,405.25,Clarke County,VA
16323,2013,361.75,Clarke County,VA
16324,2014,331.5,Clarke County,VA
16325,2015,296.4166667,Clarke County,VA
16326,2010,647.5833333,Greene County,VA
16327,2011,591.4166667,Greene County,VA
16328,2012,544.0833333,Greene County,VA
16329,2013,466.9166667,Greene County,VA
16330,2014,435,Greene County,VA
16331,2015,366.5833333,Greene County,VA
16332,2010,1345.166667,Louisa County,VA
16333,2011,1225.75,Louisa County,VA
16334,2012,1119.833333,Louisa County,VA
16335,2013,1024,Louisa County,VA
16336,2014,938.5833333,Louisa County,VA
16337,2015,797,Louisa County,VA
16338,2010,539.5,Nelson County,VA
16339,2011,481.25,Nelson County,VA
16340,2012,434.75,Nelson County,VA
16341,2013,405.9166667,Nelson County,VA
16342,2014,364.5833333,Nelson County,VA
16343,2015,296.25,Nelson County,VA
16344,2010,1278.416667,Orange County,VA
16345,2011,1181.5,Orange County,VA
16346,2012,1060.833333,Orange County,VA
16347,2013,953.0833333,Orange County,VA
16348,2014,859.25,Orange County,VA
16349,2015,737.8333333,Orange County,VA
16350,2010,488.6666667,Sussex County,VA
16351,2011,458.5833333,Sussex County,VA
16352,2012,416,Sussex County,VA
16353,2013,387.5833333,Sussex County,VA
16354,2014,321.3333333,Sussex County,VA
16355,2015,278.8333333,Sussex County,VA
16356,2010,1622.833333,Warren County,VA
16357,2011,1489.666667,Warren County,VA
16358,2012,1344.25,Warren County,VA
16359,2013,1233.166667,Warren County,VA
16360,2014,1125.416667,Warren County,VA
16361,2015,935,Warren County,VA
16362,2010,1321.666667,Amherst County,VA
16363,2011,1178.25,Amherst County,VA
16364,2012,1075.833333,Amherst County,VA
16365,2013,967.75,Amherst County,VA
16366,2014,850.0833333,Amherst County,VA
16367,2015,729.75,Amherst County,VA
16368,2010,2649.25,Augusta County,VA
16369,2011,2370.083333,Augusta County,VA
16370,2012,2144.25,Augusta County,VA
16371,2013,1926.916667,Augusta County,VA
16372,2014,1732.333333,Augusta County,VA
16373,2015,1502.833333,Augusta County,VA
16374,2010,2751.333333,Bedford County,VA
16375,2011,2509.833333,Bedford County,VA
16376,2012,2288.416667,Bedford County,VA
16377,2013,2179.916667,Bedford County,VA
16378,2014,1970.166667,Bedford County,VA
16379,2015,1696.75,Bedford County,VA
16380,2010,1615.5,Carroll County,VA
16381,2011,1344.583333,Carroll County,VA
16382,2012,1151.333333,Carroll County,VA
16383,2013,1099.833333,Carroll County,VA
16384,2014,888,Carroll County,VA
16385,2015,698.0833333,Carroll County,VA
16386,2010,31022.25,Fairfax County,VA
16387,2011,29510.33333,Fairfax County,VA
16388,2012,28156.08333,Fairfax County,VA
16389,2013,27579.66667,Fairfax County,VA
16390,2014,25954.66667,Fairfax County,VA
16391,2015,21916,Fairfax County,VA
16392,2010,917.6666667,Grayson County,VA
16393,2011,781.9166667,Grayson County,VA
16394,2012,669.9166667,Grayson County,VA
16395,2013,676.9166667,Grayson County,VA
16396,2014,549.0833333,Grayson County,VA
16397,2015,416.75,Grayson County,VA
16398,2010,2035.166667,Halifax County,VA
16399,2011,1796.833333,Halifax County,VA
16400,2012,1523.083333,Halifax County,VA
16401,2013,1449.833333,Halifax County,VA
16402,2014,1214.666667,Halifax County,VA
16403,2015,966.5,Halifax County,VA
16404,2010,3575,Hanover County,VA
16405,2011,3282.25,Hanover County,VA
16406,2012,3041.166667,Hanover County,VA
16407,2013,2801.916667,Hanover County,VA
16408,2014,2550.333333,Hanover County,VA
16409,2015,2181.25,Hanover County,VA
16410,2010,12248.5,Henrico County,VA
16411,2011,11497.58333,Henrico County,VA
16412,2012,10437.41667,Henrico County,VA
16413,2013,9709.166667,Henrico County,VA
16414,2014,9008.25,Henrico County,VA
16415,2015,7603.75,Henrico County,VA
16416,2010,8952.333333,Loudoun County,VA
16417,2011,8473.25,Loudoun County,VA
16418,2012,8274.5,Loudoun County,VA
16419,2013,8368.083333,Loudoun County,VA
16420,2014,8347,Loudoun County,VA
16421,2015,7135.833333,Loudoun County,VA
16422,2010,452.0833333,Madison County,VA
16423,2011,378.5,Madison County,VA
16424,2012,348.6666667,Madison County,VA
16425,2013,322.1666667,Madison County,VA
16426,2014,293,Madison County,VA
16427,2015,246.0833333,Madison County,VA
16428,2010,267.8333333,Mathews County,VA
16429,2011,277.3333333,Mathews County,VA
16430,2012,237.5,Mathews County,VA
16431,2013,211.1666667,Mathews County,VA
16432,2014,191.75,Mathews County,VA
16433,2015,171.25,Mathews County,VA
16434,2010,1056,Patrick County,VA
16435,2011,869.25,Patrick County,VA
16436,2012,728.6666667,Patrick County,VA
16437,2013,647.6666667,Patrick County,VA
16438,2014,518.75,Patrick County,VA
16439,2015,414.0833333,Patrick County,VA
16440,2010,1883.833333,Pulaski County,VA
16441,2011,1466.583333,Pulaski County,VA
16442,2012,1255.833333,Pulaski County,VA
16443,2013,1279.833333,Pulaski County,VA
16444,2014,1007.166667,Pulaski County,VA
16445,2015,825.6666667,Pulaski County,VA
16446,2010,3120.583333,Roanoke County,VA
16447,2011,2828.083333,Roanoke County,VA
16448,2012,2594.333333,Roanoke County,VA
16449,2013,2499,Roanoke County,VA
16450,2014,2290.333333,Roanoke County,VA
16451,2015,1928.333333,Roanoke County,VA
16452,2010,1237.333333,Russell County,VA
16453,2011,1133,Russell County,VA
16454,2012,1019.583333,Russell County,VA
16455,2013,984.25,Russell County,VA
16456,2014,890.5833333,Russell County,VA
16457,2015,749.75,Russell County,VA
16458,2010,1325.583333,Accomack County,VA
16459,2011,1392.666667,Accomack County,VA
16460,2012,1292.5,Accomack County,VA
16461,2013,1171.5,Accomack County,VA
16462,2014,1076.083333,Accomack County,VA
16463,2015,865.4166667,Accomack County,VA
16464,2010,829.3333333,Buchanan County,VA
16465,2011,725.1666667,Buchanan County,VA
16466,2012,782,Buchanan County,VA
16467,2013,899.75,Buchanan County,VA
16468,2014,814.5833333,Buchanan County,VA
16469,2015,789.9166667,Buchanan County,VA
16470,2010,2142.416667,Campbell County,VA
16471,2011,1978.416667,Campbell County,VA
16472,2012,1751.75,Campbell County,VA
16473,2013,1606.416667,Campbell County,VA
16474,2014,1433.583333,Campbell County,VA
16475,2015,1241.25,Campbell County,VA
16476,2010,1369.583333,Caroline County,VA
16477,2011,1302.333333,Caroline County,VA
16478,2012,1131.416667,Caroline County,VA
16479,2013,1030.333333,Caroline County,VA
16480,2014,913.75,Caroline County,VA
16481,2015,751.0833333,Caroline County,VA
16482,2010,1672.333333,Culpeper County,VA
16483,2011,1489.166667,Culpeper County,VA
16484,2012,1328.416667,Culpeper County,VA
16485,2013,1255.416667,Culpeper County,VA
16486,2014,1170.666667,Culpeper County,VA
16487,2015,1004.666667,Culpeper County,VA
16488,2010,2210.5,Fauquier County,VA
16489,2011,1990.166667,Fauquier County,VA
16490,2012,1853.25,Fauquier County,VA
16491,2013,1771.833333,Fauquier County,VA
16492,2014,1651.5,Fauquier County,VA
16493,2015,1410.666667,Fauquier County,VA
16494,2010,824.6666667,Fluvanna County,VA
16495,2011,771.5,Fluvanna County,VA
16496,2012,691.5833333,Fluvanna County,VA
16497,2013,621.6666667,Fluvanna County,VA
16498,2014,577.4166667,Fluvanna County,VA
16499,2015,495.5,Fluvanna County,VA
16500,2010,2406.416667,Franklin County,VA
16501,2011,2070.916667,Franklin County,VA
16502,2012,1803.666667,Franklin County,VA
16503,2013,1605.666667,Franklin County,VA
16504,2014,1457.583333,Franklin County,VA
16505,2015,1235.083333,Franklin County,VA
16506,2010,90.08333333,Highland County,VA
16507,2011,81.66666667,Highland County,VA
16508,2012,71.08333333,Highland County,VA
16509,2013,61,Highland County,VA
16510,2014,54.83333333,Highland County,VA
16511,2015,47,Highland County,VA
16512,2010,744.0833333,New Kent County,VA
16513,2011,669.1666667,New Kent County,VA
16514,2012,591.6666667,New Kent County,VA
16515,2013,544.25,New Kent County,VA
16516,2014,502.25,New Kent County,VA
16517,2015,428.0833333,New Kent County,VA
16518,2010,520.6666667,Nottoway County,VA
16519,2011,492.8333333,Nottoway County,VA
16520,2012,438.0833333,Nottoway County,VA
16521,2013,426.6666667,Nottoway County,VA
16522,2014,379.0833333,Nottoway County,VA
16523,2015,323.1666667,Nottoway County,VA
16524,2010,953.4166667,Powhatan County,VA
16525,2011,846.5833333,Powhatan County,VA
16526,2012,764.75,Powhatan County,VA
16527,2013,689.5,Powhatan County,VA
16528,2014,621.5,Powhatan County,VA
16529,2015,532.9166667,Powhatan County,VA
16530,2010,307.6666667,Richmond County,VA
16531,2011,284.5,Richmond County,VA
16532,2012,250.75,Richmond County,VA
16533,2013,243.8333333,Richmond County,VA
16534,2014,217,Richmond County,VA
16535,2015,178,Richmond County,VA
16536,2010,4156,Stafford County,VA
16537,2011,4021.666667,Stafford County,VA
16538,2012,3791.166667,Stafford County,VA
16539,2013,3742.25,Stafford County,VA
16540,2014,3559.833333,Stafford County,VA
16541,2015,2975.166667,Stafford County,VA
16542,2010,1615.416667,Tazewell County,VA
16543,2011,1446.25,Tazewell County,VA
16544,2012,1485.083333,Tazewell County,VA
16545,2013,1527,Tazewell County,VA
